,School1,School2,Year,Distance,popDiff,perfDiff
5148,Mill Mead Primary School,St Catherine's Church of England Primary School,2020,3311.3057847320592,0.5000000000000001,1.7545734759137752
5149,Morgans Primary School & Nursery,St Catherine's Church of England Primary School,2020,3841.890810525463,-0.11666666666666659,-2.0550401389069894
5150,Priors Wood Primary School,St Catherine's Church of England Primary School,2020,2029.8297958203293,-0.09999999999999998,-1.005537932938814
5151,Roselands Primary School,St Catherine's Church of England Primary School,2020,4721.442576162502,0.13333333333333341,-1.4309208714617578
5152,Sacred Heart Catholic Primary School,St Catherine's Church of England Primary School,2020,869.115067180405,0.06666666666666676,0.8775109277791638
5153,St Andrew's Church of England Voluntary Controlled Primary School,St Catherine's Church of England Primary School,2020,4538.502506334,0.3666666666666668,-2.8941705025946396
5155,St John the Baptist Voluntary Aided Church of England Primary School,St Catherine's Church of England Primary School,2020,3086.591971738409,-0.033333333333333326,-1.827421085438841
5156,St Joseph's Catholic Primary School,St Catherine's Church of England Primary School,2020,3815.222798212445,0.20000000000000007,1.8837263646254447
5157,Stapleford Primary School,St Catherine's Church of England Primary School,2020,4534.532390445568,-0.06666666666666665,-1.4891549289012005
5158,Thundridge Church of England Primary School,St Catherine's Church of England Primary School,2020,2850.986671312232,-0.2666666666666666,1.7128260681648788
5159,Westfield Community Primary School,St Catherine's Church of England Primary School,2020,5660.21315853034,0.20000000000000007,-2.931273566605725
5160,Wheatcroft Primary School,St Catherine's Church of England Primary School,2020,1776.866061356342,0.24444444444444446,-0.6049779649632296
5161,Wareside Church of England Primary School,St Catherine's Church of England Primary School,2020,4263.36967667595,-0.3583333333333333,-1.078320928482353
5162,Abel Smith School,St Catherine's Hoddesdon CofE Primary School,2020,5725.34828634905,0.4833333333333333,2.012281675503273
5163,"Christ Church CofE (VA) Primary School and Nursery, Ware",St Catherine's Hoddesdon CofE Primary School,2020,5587.130300968468,0.32777777777777783,0.09858164143176529
5164,Cranbourne Primary School,St Catherine's Hoddesdon CofE Primary School,2020,1576.1421255711682,0.18333333333333335,0.025720699396540203
5165,Forres Primary School,St Catherine's Hoddesdon CofE Primary School,2020,1169.0530355805079,0.09999999999999998,-1.5728395362164753
5166,_Hertford Heath Primary and Nursery School,St Catherine's Hoddesdon CofE Primary School,2020,3506.6298635584567,0.2500000000000001,1.6164974765657696
5167,Morgans Primary School & Nursery,St Catherine's Hoddesdon CofE Primary School,2020,5619.128936054057,-0.16666666666666663,-0.6299856881826109
5168,Roselands Primary School,St Catherine's Hoddesdon CofE Primary School,2020,1437.679032329539,0.08333333333333337,-0.0058664207373790855
5169,Sacred Heart Catholic Primary School,St Catherine's Hoddesdon CofE Primary School,2020,5393.222598780807,0.01666666666666672,2.3025653785035427
5170,Sheredes Primary School,St Catherine's Hoddesdon CofE Primary School,2020,1406.5393702275098,0.7500000000000001,5.850105952724425
5171,St Andrew's Church of England Voluntary Controlled Primary School,St Catherine's Hoddesdon CofE Primary School,2020,3201.240384600944,0.31666666666666676,-1.469116051870261
5173,St John the Baptist Voluntary Aided Church of England Primary School,St Catherine's Hoddesdon CofE Primary School,2020,3421.620814760163,-0.08333333333333337,-0.40236663471446255
5174,Westfield Community Primary School,St Catherine's Hoddesdon CofE Primary School,2020,683.6329424479192,0.15000000000000002,-1.5062191158813465
5175,Wheatcroft Primary School,St Catherine's Hoddesdon CofE Primary School,2020,5235.757251821364,0.19444444444444442,0.820076485761149
5176,Broxbourne CofE Primary School,St Catherine's Hoddesdon CofE Primary School,2020,2396.322599317546,0.6833333333333332,2.5634728670905407
5177,Churchfield CofE Academy,St Catherine's Hoddesdon CofE Primary School,2020,5391.951872930618,-0.09444444444444444,3.4714104112308926
5178,Longlands Primary School and Nursery,St Catherine's Hoddesdon CofE Primary School,2020,4481.805439775359,1.1166666666666667,4.019573351322527
5179,St Cross Catholic Primary School,St Catherine's Hoddesdon CofE Primary School,2020,985.4308702288557,0.15000000000000002,1.9663683109775971
5180,St Paul's Catholic Primary School,St Catherine's Hoddesdon CofE Primary School,2020,5968.9907019528855,-0.2833333333333333,-2.5615889289169997
5181,Wormley Primary School,St Catherine's Hoddesdon CofE Primary School,2020,2935.0741046862854,0.1333333333333333,0.7567070171882573
5182,St Augustine's Catholic Primary School,St Catherine's Hoddesdon CofE Primary School,2020,583.5357743960519,0.41666666666666663,1.7825220074328683
5183,Abel Smith School,St John the Baptist Voluntary Aided Church of England Primary School,2020,4213.436127438032,0.5666666666666667,2.4146483102177356
5184,Bengeo Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,5153.31213880937,0.2833333333333333,1.7671661958280551
5185,"Christ Church CofE (VA) Primary School and Nursery, Ware",St John the Baptist Voluntary Aided Church of England Primary School,2020,2276.898328867585,0.4111111111111112,0.5009482761462278
5186,Cranbourne Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,1897.8474648927927,0.2666666666666667,0.42808733411100275
5187,Forres Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,2322.5163078006576,0.18333333333333335,-1.1704729015020128
5188,_Hertford Heath Primary and Nursery School,St John the Baptist Voluntary Aided Church of England Primary School,2020,2341.488842595668,0.3333333333333335,2.018864111280232
5189,Hollybush Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,5938.79802653702,0.3333333333333335,1.1110122944165575
5190,Larkspur Academy,St John the Baptist Voluntary Aided Church of England Primary School,2020,2730.0250914597837,-0.6,-3.372635428541604
5191,Mill Mead Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,4995.140038077011,0.5333333333333334,3.5819945613526163
5192,Morgans Primary School & Nursery,St John the Baptist Voluntary Aided Church of England Primary School,2020,4670.6022095657,-0.08333333333333326,-0.22761905346814837
5193,Priors Wood Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,2682.367051691472,-0.06666666666666665,0.821883152500027
5194,Roselands Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,2215.330675091193,0.16666666666666674,0.39650021397708346
5195,Sacred Heart Catholic Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,2228.8528439535885,0.10000000000000009,2.704932013218005
5196,Sheredes Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,4574.992240430578,0.8333333333333335,6.252472587438888
5197,St Andrew's Church of England Voluntary Controlled Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,1593.84472267533,0.40000000000000013,-1.0667494171557985
5198,St Catherine's Church of England Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,3086.591971738409,0.033333333333333326,1.827421085438841
5199,St Catherine's Hoddesdon CofE Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,3421.620814760163,0.08333333333333337,0.40236663471446255
5201,St Joseph's Catholic Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,5671.48878161634,0.2333333333333334,3.711147450064286
5202,Thundridge Church of England Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,5104.712038891126,-0.23333333333333328,3.54024715360372
5203,Westfield Community Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,3147.3101213576015,0.2333333333333334,-1.103852481166884
5204,Wheatcroft Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,3054.171082306949,0.2777777777777778,1.2224431204756114
5205,Broxbourne CofE Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,5751.057728800851,0.7666666666666666,2.9658395018050037
5206,St Cross Catholic Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,4363.440500339153,0.2333333333333334,2.3687349456920597
5207,St Augustine's Catholic Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,4004.619956999665,0.5,2.184888642147331
5208,Hunsdon Junior Mixed and Infant School,St John the Baptist Voluntary Aided Church of England Primary School,2020,5001.763089151665,0.7,2.8935843232998764
5209,Wareside Church of England Primary School,St John the Baptist Voluntary Aided Church of England Primary School,2020,3689.8657157137845,-0.32499999999999996,0.7491001569564882
5210,Abel Smith School,St Joseph's Catholic Primary School,2020,1534.3848930434633,0.33333333333333326,-1.2964991398465502
5211,Bayford Church of England Voluntary Controlled Primary School,St Joseph's Catholic Primary School,2020,4922.484941571685,0.1333333333333333,-1.1357300460120117
5212,Bengeo Primary School,St Joseph's Catholic Primary School,2020,1107.9138053115864,0.04999999999999993,-1.9439812542362307
5213,"Christ Church CofE (VA) Primary School and Nursery, Ware",St Joseph's Catholic Primary School,2020,4732.21058280377,0.1777777777777778,-3.210199173918058
5214,_Hertford Heath Primary and Nursery School,St Joseph's Catholic Primary School,2020,3827.059576228204,0.10000000000000009,-1.6922833387840537
5215,Hertford St Andrew CofE Primary School,St Joseph's Catholic Primary School,2020,766.3452224683077,-0.4666666666666667,-0.7708113887627075
5216,Hertingfordbury Cowper Primary School,St Joseph's Catholic Primary School,2020,2718.6101228385064,0.3999999999999999,-0.5243968037488942
5217,Hollybush Primary School,St Joseph's Catholic Primary School,2020,469.2557937841578,0.10000000000000009,-2.6001351556477283
5218,Larkspur Academy,St Joseph's Catholic Primary School,2020,5138.4022808651325,-0.8333333333333334,-7.08378287860589
5219,Mill Mead Primary School,St Joseph's Catholic Primary School,2020,684.3690524855723,0.30000000000000004,-0.12915288871166952
5220,Morgans Primary School & Nursery,St Joseph's Catholic Primary School,2020,1726.2966141425406,-0.31666666666666665,-3.938766503532434
5221,Priors Wood Primary School,St Joseph's Catholic Primary School,2020,5821.009706227949,-0.30000000000000004,-2.889264297564259
5222,Roselands Primary School,St Joseph's Catholic Primary School,2020,5938.744395914005,-0.06666666666666665,-3.314647236087202
5223,Sacred Heart Catholic Primary School,St Joseph's Catholic Primary School,2020,4291.745099606918,-0.1333333333333333,-1.0062154368462808
5224,St Catherine's Church of England Primary School,St Joseph's Catholic Primary School,2020,3815.222798212445,-0.20000000000000007,-1.8837263646254447
5225,St John the Baptist Voluntary Aided Church of England Primary School,St Joseph's Catholic Primary School,2020,5671.48878161634,-0.2333333333333334,-3.711147450064286
5227,Stapleford Primary School,St Joseph's Catholic Primary School,2020,3908.225812309212,-0.2666666666666667,-3.3728812935266452
5228,Wheatcroft Primary School,St Joseph's Catholic Primary School,2020,2648.1933464156277,0.0444444444444444,-2.4887043295886744
5229,Tewin Cowper Church of England Voluntary Aided Primary School,St Joseph's Catholic Primary School,2020,4571.839564114209,-0.17333333333333334,-1.4695987219288968
5230,Springmead Primary School,St Joseph's Catholic Primary School,2020,5279.18819516789,-0.4,-3.485262399134257
5231,Watchlytes Junior Mixed Infant and Nursery School,St Joseph's Catholic Primary School,2020,5475.45541484907,0.06666666666666665,-5.484635988628925
5232,Essendon CofE (VC) Primary School,St Joseph's Catholic Primary School,2020,5994.5285886381425,-0.1333333333333333,-3.109908209297427
5233,Abel Smith School,Stapleford Primary School,2020,4826.407566710462,0.6,2.076382153680095
5234,Bengeo Primary School,Stapleford Primary School,2020,3231.3873181653726,0.31666666666666665,1.4289000392904145
5235,"Christ Church CofE (VA) Primary School and Nursery, Ware",Stapleford Primary School,2020,5563.530533752825,0.44444444444444453,0.16268211960858703
5236,Hertford St Andrew CofE Primary School,Stapleford Primary School,2020,3771.8878562332684,-0.19999999999999996,2.6020699047639377
5237,Hertingfordbury Cowper Primary School,Stapleford Primary School,2020,5786.981942256257,0.6666666666666666,2.848484489777751
5238,Hollybush Primary School,Stapleford Primary School,2020,4250.679475095717,0.3666666666666668,0.7727461378789166
5239,Larkspur Academy,Stapleford Primary School,2020,5527.361486278965,-0.5666666666666667,-3.7109015850792444
5240,Mill Mead Primary School,Stapleford Primary School,2020,4201.001071173394,0.5666666666666668,3.2437284048149753
5241,Morgans Primary School & Nursery,Stapleford Primary School,2020,5468.808736827427,-0.04999999999999993,-0.5658852100057892
5242,Sacred Heart Catholic Primary School,Stapleford Primary School,2020,5398.130139224137,0.13333333333333341,2.366665856680364
5243,St Catherine's Church of England Primary School,Stapleford Primary School,2020,4534.532390445568,0.06666666666666665,1.4891549289012005
5244,St Joseph's Catholic Primary School,Stapleford Primary School,2020,3908.225812309212,0.2666666666666667,3.3728812935266452
5246,Thundridge Church of England Primary School,Stapleford Primary School,2020,4755.2696032927515,-0.19999999999999996,3.2019809970660793
5247,Wheatcroft Primary School,Stapleford Primary School,2020,4953.0504742027415,0.3111111111111111,0.8841769639379707
5248,"All Saints Church of England Voluntary Aided Primary School, Datchworth",Stapleford Primary School,2020,5157.714416289448,0.06666666666666665,1.2762255919390697
5249,St Michael's Woolmer Green CofE VA Primary School,Stapleford Primary School,2020,5991.215986759282,0.06666666666666665,2.290912785239501
5250,Tewin Cowper Church of England Voluntary Aided Primary School,Stapleford Primary School,2020,4626.8263421053525,0.09333333333333338,1.9032825715977482
5251,Watton-at-Stone Primary and Nursery School,Stapleford Primary School,2020,2486.059130431133,0.20000000000000007,-1.0668356385582565
5252,Little Munden Church of England Voluntary Controlled Primary School,Stapleford Primary School,2020,5380.7364737552425,-0.06666666666666665,-1.7257507114731545
5253,Abel Smith School,Thundridge Church of England Primary School,2020,5664.229603397094,0.7999999999999999,-1.1255988433859843
5254,Bengeo Primary School,Thundridge Church of England Primary School,2020,4987.656062721246,0.5166666666666666,-1.7730809577756648
5255,"Christ Church CofE (VA) Primary School and Nursery, Ware",Thundridge Church of England Primary School,2020,2946.750243912775,0.6444444444444445,-3.039298877457492
5256,_Hertford Heath Primary and Nursery School,Thundridge Church of England Primary School,2020,5924.8362846579985,0.5666666666666668,-1.5213830423234878
5257,Larkspur Academy,Thundridge Church of England Primary School,2020,2387.8123879400578,-0.3666666666666667,-6.912882582145324
5258,Mill Mead Primary School,Thundridge Church of England Primary School,2020,5772.044784996042,0.7666666666666667,0.041747407748896403
5259,Priors Wood Primary School,Thundridge Church of England Primary School,2020,2525.0592072266345,0.16666666666666663,-2.718364001103693
5260,Sacred Heart Catholic Primary School,Thundridge Church of England Primary School,2020,3260.4824796339576,0.33333333333333337,-0.8353151403857149
5261,St Catherine's Church of England Primary School,Thundridge Church of England Primary School,2020,2850.986671312232,0.2666666666666666,-1.7128260681648788
5262,St John the Baptist Voluntary Aided Church of England Primary School,Thundridge Church of England Primary School,2020,5104.712038891126,0.23333333333333328,-3.54024715360372
5263,Stapleford Primary School,Thundridge Church of England Primary School,2020,4755.2696032927515,0.19999999999999996,-3.2019809970660793
5265,Wheatcroft Primary School,Thundridge Church of England Primary School,2020,4608.77619330772,0.5111111111111111,-2.3178040331281085
5266,Little Munden Church of England Voluntary Controlled Primary School,Thundridge Church of England Primary School,2020,5153.966433728493,0.1333333333333333,-4.927731708539234
5267,Wareside Church of England Primary School,Thundridge Church of England Primary School,2020,3804.665031247823,-0.09166666666666667,-2.7911469966472318
5268,Abel Smith School,Westfield Community Primary School,2020,5064.755176708939,0.33333333333333326,3.5185007913846196
5269,"Christ Church CofE (VA) Primary School and Nursery, Ware",Westfield Community Primary School,2020,5191.779752647449,0.1777777777777778,1.6048007573131118
5270,Cranbourne Primary School,Westfield Community Primary School,2020,1510.9288533878755,0.033333333333333326,1.5319398152778867
5271,Forres Primary School,Westfield Community Primary School,2020,1217.0049301461354,-0.050000000000000044,-0.06662042033512883
5272,_Hertford Heath Primary and Nursery School,Westfield Community Primary School,2020,2881.487289578075,0.10000000000000009,3.122716592447116
5273,Larkspur Academy,Westfield Community Primary School,2020,5749.572679773689,-0.8333333333333334,-2.26878294737472
5274,Mill Mead Primary School,Westfield Community Primary School,2020,5910.474177255155,0.30000000000000004,4.6858470425195
5275,Morgans Primary School & Nursery,Westfield Community Primary School,2020,4938.362886625486,-0.31666666666666665,0.8762334276987356
5276,Priors Wood Primary School,Westfield Community Primary School,2020,5811.400003441511,-0.30000000000000004,1.925735633666911
5277,Roselands Primary School,Westfield Community Primary School,2020,964.4091455393815,-0.06666666666666665,1.5003526951439674
5278,Sacred Heart Catholic Primary School,Westfield Community Primary School,2020,4953.09075224753,-0.1333333333333333,3.8087844943848888
5279,Sheredes Primary School,Westfield Community Primary School,2020,1428.4974623708647,0.6000000000000001,7.356325068605772
5280,St Andrew's Church of England Voluntary Controlled Primary School,Westfield Community Primary School,2020,3256.7717144436147,0.16666666666666674,0.03710306401108543
5281,St Catherine's Church of England Primary School,Westfield Community Primary School,2020,5660.21315853034,-0.20000000000000007,2.931273566605725
5282,St Catherine's Hoddesdon CofE Primary School,Westfield Community Primary School,2020,683.6329424479192,-0.15000000000000002,1.5062191158813465
5283,St John the Baptist Voluntary Aided Church of England Primary School,Westfield Community Primary School,2020,3147.3101213576015,-0.2333333333333334,1.103852481166884
5285,Wheatcroft Primary School,Westfield Community Primary School,2020,4638.491133978807,0.0444444444444444,2.3262956016424954
5286,Broxbourne CofE Primary School,Westfield Community Primary School,2020,2618.066462105193,0.5333333333333332,4.069691982971888
5287,Churchfield CofE Academy,Westfield Community Primary School,2020,5572.022702753462,-0.24444444444444446,4.977629527112239
5288,Longlands Primary School and Nursery,Westfield Community Primary School,2020,4662.994960323247,0.9666666666666666,5.525792467203873
5289,St Cross Catholic Primary School,Westfield Community Primary School,2020,1289.863558675878,0.0,3.4725874268589436
5290,St Paul's Catholic Primary School,Westfield Community Primary School,2020,5964.36652126611,-0.43333333333333335,-1.0553698130356532
5291,Wormley Primary School,Westfield Community Primary School,2020,3155.380484188872,-0.01666666666666672,2.262926133069604
5292,St Augustine's Catholic Primary School,Westfield Community Primary School,2020,1078.0074211247343,0.2666666666666666,3.2887411233142148
5293,Abel Smith School,Wheatcroft Primary School,2020,1352.887652393945,0.28888888888888886,1.1922051897421242
5294,Bayford Church of England Voluntary Controlled Primary School,Wheatcroft Primary School,2020,5902.15638559332,0.0888888888888889,1.3529742835766627
5295,Bengeo Primary School,Wheatcroft Primary School,2020,2125.7057651518944,0.005555555555555536,0.5447230753524437
5296,"Christ Church CofE (VA) Primary School and Nursery, Ware",Wheatcroft Primary School,2020,2323.509629848777,0.13333333333333341,-0.7214948443293837
5297,Cranbourne Primary School,Wheatcroft Primary School,2020,4261.819564458355,-0.011111111111111072,-0.7943557863646088
5298,Forres Primary School,Wheatcroft Primary School,2020,4572.966323952101,-0.09444444444444444,-2.392916021977624
5299,_Hertford Heath Primary and Nursery School,Wheatcroft Primary School,2020,1781.4962812198066,0.05555555555555569,0.7964209908046206
5300,Hertford St Andrew CofE Primary School,Wheatcroft Primary School,2020,3406.1950913005558,-0.5111111111111111,1.7178929408259669
5301,Hertingfordbury Cowper Primary School,Wheatcroft Primary School,2020,5091.741647020202,0.3555555555555555,1.96430752583978
5302,Hollybush Primary School,Wheatcroft Primary School,2020,2967.184692600041,0.05555555555555569,-0.11143082605905419
5303,Larkspur Academy,Wheatcroft Primary School,2020,2870.2379692283357,-0.8777777777777778,-4.595078549017216
5304,Mill Mead Primary School,Wheatcroft Primary School,2020,1993.575932840282,0.25555555555555565,2.359551440877005
5305,Morgans Primary School & Nursery,Wheatcroft Primary School,2020,2134.119959140067,-0.36111111111111105,-1.4500621739437598
5306,Priors Wood Primary School,Wheatcroft Primary School,2020,3468.142153949287,-0.34444444444444444,-0.4005599679755846
5307,Roselands Primary School,Wheatcroft Primary School,2020,3817.638668077428,-0.11111111111111105,-0.8259429064985281
5308,Sacred Heart Catholic Primary School,Wheatcroft Primary School,2020,1838.2785425500674,-0.1777777777777777,1.4824888927423934
5309,Sheredes Primary School,Wheatcroft Primary School,2020,5763.908829952118,0.5555555555555557,5.030029466963276
5310,St Andrew's Church of England Voluntary Controlled Primary School,Wheatcroft Primary School,2020,4645.77679188314,0.12222222222222234,-2.28919253763141
5311,St Catherine's Church of England Primary School,Wheatcroft Primary School,2020,1776.866061356342,-0.24444444444444446,0.6049779649632296
5312,St Catherine's Hoddesdon CofE Primary School,Wheatcroft Primary School,2020,5235.757251821364,-0.19444444444444442,-0.820076485761149
5313,St John the Baptist Voluntary Aided Church of England Primary School,Wheatcroft Primary School,2020,3054.171082306949,-0.2777777777777778,-1.2224431204756114
5314,St Joseph's Catholic Primary School,Wheatcroft Primary School,2020,2648.1933464156277,-0.0444444444444444,2.4887043295886744
5315,Stapleford Primary School,Wheatcroft Primary School,2020,4953.0504742027415,-0.3111111111111111,-0.8841769639379707
5316,Thundridge Church of England Primary School,Wheatcroft Primary School,2020,4608.77619330772,-0.5111111111111111,2.3178040331281085
5317,Westfield Community Primary School,Wheatcroft Primary School,2020,4638.491133978807,-0.0444444444444444,-2.3262956016424954
5319,St Cross Catholic Primary School,Wheatcroft Primary School,2020,5880.032993104715,-0.0444444444444444,1.1462918252164482
5320,St Augustine's Catholic Primary School,Wheatcroft Primary School,2020,5715.91637447575,0.2222222222222222,0.9624455216717193
5321,Wareside Church of England Primary School,Wheatcroft Primary School,2020,5570.954137308976,-0.6027777777777777,-0.4733429635191233
5322,Bayford Church of England Voluntary Controlled Primary School,Commonswood Primary & Nursery School,2020,5767.111061874914,-0.16666666666666674,1.019734697622134
5323,Hertford St Andrew CofE Primary School,Commonswood Primary & Nursery School,2020,5401.583564104141,-0.7666666666666667,1.3846533548714381
5324,Hertingfordbury Cowper Primary School,Commonswood Primary & Nursery School,2020,3550.332519638125,0.09999999999999987,1.6310679398852514
5325,Hollybush Primary School,Commonswood Primary & Nursery School,2020,5660.001855123371,-0.19999999999999996,-0.4446704120135828
5326,Harwood Hill Junior Mixed Infant and Nursery School,Commonswood Primary & Nursery School,2020,3829.705210587363,-0.43333333333333335,-2.6483487741446847
5327,Holy Family Catholic Primary School,Commonswood Primary & Nursery School,2020,2940.503358270485,-0.6666666666666667,0.07200646922370156
5328,Homerswood Primary and Nursery School,Commonswood Primary & Nursery School,2020,4079.5991224628924,-0.1333333333333333,-3.6957889849256005
5329,_St John's CofE Primary School,Commonswood Primary & Nursery School,2020,3878.387551547679,-0.3666666666666667,3.5364832442470195
5330,Tewin Cowper Church of England Voluntary Aided Primary School,Commonswood Primary & Nursery School,2020,3726.017847514958,-0.4733333333333334,0.6858660217052488
5331,Waterside Academy,Commonswood Primary & Nursery School,2020,3343.3961775416324,-0.4666666666666667,-0.5726793221058157
5332,Welwyn St Mary's Church of England Voluntary Aided Primary School,Commonswood Primary & Nursery School,2020,5410.137521357475,-0.03333333333333344,1.9284720434206506
5333,Applecroft School,Commonswood Primary & Nursery School,2020,3178.9664987225015,-0.08333333333333348,1.3719644119289642
5334,Birchwood Avenue Primary School,Commonswood Primary & Nursery School,2020,3812.3836375684964,-0.06666666666666665,-0.1921986917246573
5336,Countess Anne Church of England School,Commonswood Primary & Nursery School,2020,3549.842813421462,0.0,0.28282443750147707
5337,Creswick Primary & Nursery School,Commonswood Primary & Nursery School,2020,1605.0252334465026,-0.43333333333333335,-2.526617749920981
5338,De Havilland Primary School,Commonswood Primary & Nursery School,2020,5266.289965431072,-0.3666666666666667,-4.406015833351384
5339,Green Lanes Primary School,Commonswood Primary & Nursery School,2020,4009.1486627462446,-0.16666666666666674,1.232742631203124
5340,Hatfield Community Free School,Commonswood Primary & Nursery School,2020,4482.754733420065,0.0,-2.283932989590241
5341,Holwell Primary School,Commonswood Primary & Nursery School,2020,1664.4308336485478,-0.45000000000000007,-2.726458345071482
5342,Howe Dell Primary School,Commonswood Primary & Nursery School,2020,5138.555633638698,-0.03333333333333344,-0.5393669323595721
5343,Oak View Primary and Nursery School,Commonswood Primary & Nursery School,2020,4471.318038341715,-0.6833333333333333,-2.2048452112164636
5344,Our Lady Catholic Primary School,Commonswood Primary & Nursery School,2020,1885.3885541182221,-0.4666666666666667,-1.6450968466298632
5345,Panshanger Primary School,Commonswood Primary & Nursery School,2020,2038.679229305091,0.23333333333333317,-0.5174898021137339
5346,Peartree Primary School,Commonswood Primary & Nursery School,2020,1993.3170846606417,-0.5333333333333334,-5.602210368193627
5347,Ryde School,Commonswood Primary & Nursery School,2020,2812.5788877825275,-0.5333333333333334,1.698085024930401
5348,Springmead Primary School,Commonswood Primary & Nursery School,2020,2133.565091577944,-0.7000000000000001,-1.3297976555001114
5349,"St John's Voluntary Aided Church of England Primary School, Lemsford",Commonswood Primary & Nursery School,2020,4055.962154655785,-0.3666666666666667,-0.3440120173080288
5350,St Philip Howard Catholic Primary School,Commonswood Primary & Nursery School,2020,4412.892022245729,-0.41666666666666674,-0.881232580983083
5351,Swallow Dell Primary and Nursery School,Commonswood Primary & Nursery School,2020,1319.133806708023,-0.2666666666666667,-2.813513497178914
5352,Templewood Primary School,Commonswood Primary & Nursery School,2020,3590.020194929271,-0.19999999999999996,3.5272252385458294
5353,Watchlytes Junior Mixed Infant and Nursery School,Commonswood Primary & Nursery School,2020,1641.049664086983,-0.2333333333333334,-3.32917124499478
5354,Essendon CofE (VC) Primary School,Commonswood Primary & Nursery School,2020,3027.7544484320388,-0.43333333333333335,-0.9544434656632811
5355,Bayford Church of England Voluntary Controlled Primary School,Cuffley School,2020,5964.756910386206,0.21666666666666667,0.10707840308363226
5356,Andrews Lane Primary School,Cuffley School,2020,4028.623834512227,-0.08333333333333326,-1.345123441091996
5357,Bonneygrove Primary School,Cuffley School,2020,3870.318074784035,-0.19999999999999996,-2.291283189716694
5358,Brookland Junior School,Cuffley School,2020,5802.953816807437,-0.07222222222222219,-3.2901395739218064
5359,Burleigh Primary School,Cuffley School,2020,5047.546928954697,0.4,-2.4104119770429087
5360,Churchfield CofE Academy,Cuffley School,2020,5978.262791145936,-0.1611111111111111,1.4054380449767132
5362,Dewhurst St Mary CofE Primary School,Cuffley School,2020,4495.994661918539,0.15000000000000002,0.991701868961183
5363,Downfield Primary School,Cuffley School,2020,5781.655472267437,0.01666666666666672,-3.976819397500288
5364,Fairfields Primary School and Nursery,Cuffley School,2020,3904.4164736872012,0.16666666666666663,-2.467985928614488
5365,Flamstead End School,Cuffley School,2020,4044.3804222649483,0.7333333333333333,0.5935867167348847
5366,Four Swannes Primary School,Cuffley School,2020,5910.232651935116,-0.15000000000000002,-3.5478763708488827
5367,Goffs Oak Primary & Nursery School,Cuffley School,2020,1707.379278309304,0.5499999999999999,-2.714387811803329
5368,Holy Trinity Church of England Primary School,Cuffley School,2020,5429.964732850482,-0.1166666666666667,-1.394084576368528
5369,Hurst Drive Primary School,Cuffley School,2020,5456.817845594628,0.033333333333333326,-0.9038393480461596
5370,Millbrook School,Cuffley School,2020,5410.632680195543,-0.41666666666666663,-4.501110065623776
5371,Ponsbourne St Mary's Church of England Primary School,Cuffley School,2020,2933.2400174551008,0.5346153846153846,-3.400112071696261
5372,_St_Joseph's Catholic Primary School,Cuffley School,2020,5992.204602648344,0.45000000000000007,-3.7856607320254954
5373,St Paul's Catholic Primary School,Cuffley School,2020,4406.136289312894,-0.35,-4.627561295171179
5374,Woodside Primary School,Cuffley School,2020,1526.3426876032786,-0.18333333333333335,-4.282565050229321
5375,Ladbrooke Junior Mixed and Infant School,Cuffley School,2020,4735.814396700952,0.7166666666666667,1.4889121711543147
5376,Little Heath Primary School,Cuffley School,2020,4343.098663396907,0.15000000000000002,-0.02408848689829135
5377,Northaw Church of England Primary School,Cuffley School,2020,2456.3397566297704,-0.18333333333333335,0.014503298486358673
5378,Oakmere Primary School,Cuffley School,2020,3815.340220740478,-0.44999999999999996,-1.0641912417451866
5379,Bayford Church of England Voluntary Controlled Primary School,Essendon CofE (VC) Primary School,2020,3289.89984649989,0.2666666666666666,1.9741781632854152
5380,Hertford St Andrew CofE Primary School,Essendon CofE (VC) Primary School,2020,5631.119249314474,-0.33333333333333337,2.3390968205347193
5381,Hertingfordbury Cowper Primary School,Essendon CofE (VC) Primary School,2020,3382.1782921661597,0.5333333333333332,2.5855114055485324
5382,Hollybush Primary School,Essendon CofE (VC) Primary School,2020,5525.577797841598,0.2333333333333334,0.5097730536496983
5383,Morgans Primary School & Nursery,Essendon CofE (VC) Primary School,2020,5873.849929986295,-0.18333333333333335,-0.8288582942350075
