,Full Name,PAN,APP,ALLO,NOT_DIST,NEAR,DIST,TOTAL,MAX_DIST_NS,MAX_DIST_DIST,P1,P2,P3,P4,Year,URN,PTRWM_EXP,PTRWM_HIGH,READPROG,WRITPROG,MATPROG,READ_AVERAGE,GPS_AVERAGE,MAT_AVERAGE,Latitude,Longitude,Easting,Northing,within_500m,within_1km,within_2km,within_3km,within_5km,Grade,P1/plc,PAN_bin
600,Hurst Drive Primary School,60,82,49,19.0,13.0,16.0,49.0,575.66,2395.16,44.0,20.0,8.0,10.0,2018,117180,0.66,0.02,2.3,3.4,2.7,103,105,103,51.685238,-0.039168,535649,200317,0,1,5,11,17,2.0,0.7333333333333333,60
601,_St_Joseph's Catholic Primary School,30,76,30,0.0,0.0,0.0,30.0,0.0,0.0,43.0,18.0,10.0,5.0,2018,117429,0.52,0,-2.6,-3.4,-0.8,104,107,104,51.691528,-0.02784,536413,201038,1,3,7,11,16,2.0,1.4333333333333333,30
602,Christ Church (C of E) VA Primary & Nursery (Ware) **,45,121,43,0.0,0.0,0.0,43.0,0.0,0.0,41.0,34.0,29.0,17.0,2018,117473,0.67,0.09,3.1,0.9,-2.1,108,107,103,51.811423,-0.027281,536091,214372,1,2,5,8,22,2.0,0.9111111111111111,31-59
603,Larkspur Academy,30,91,30,10.0,10.0,10.0,30.0,403.92,1394.52,31.0,22.0,23.0,15.0,2018,146359,0.41,0.05,-4.1,-2.3,-4.8,102,103,103,51.81666,-0.023744,536319,214961,0,3,5,9,19,4.0,1.0333333333333334,30
604,Priors Wood Primary School,30,69,28,0.0,0.0,0.0,28.0,0.0,0.0,26.0,22.0,14.0,7.0,2018,117271,0.69,0.17,0.1,-0.1,-1.9,107,108,104,51.817244,-0.013591,537017,215045,0,1,4,8,21,2.0,0.8666666666666667,30
605,Sacred Heart Catholic Primary (Ware) **,60,108,29,12.0,6.0,11.0,29.0,1110.87,4528.74,27.0,25.0,33.0,24.0,2018,117493,0.71,0.14,0,0.3,-0.2,106,106,105,51.808692,-0.032811,535718,214058,1,2,6,8,24,2.0,0.45,60
606,St Catherine's (C of E) Primary School,30,20,7,5.0,1.0,0.0,7.0,338.72,0.0,6.0,3.0,4.0,6.0,2018,117410,0.49,0.08,-2.6,-0.2,-4.1,102,103,101,51.813709,-0.042473,535037,214598,0,1,5,9,24,2.0,0.2,30
607,Wareside C of E Primary School,8,19,6,4.0,2.0,0.0,6.0,932.51,0.0,6.0,1.0,5.0,7.0,2018,117412,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,51.820223,0.018462,539217,215437,0,0,0,4,13,2.0,0.75,<30
608,Alban Wood Primary School and Nursery *,30,184,30,12.0,18.0,0.0,30.0,362.93,0.0,62.0,56.0,37.0,29.0,2018,144907,0.8,0.13,2.4,4.4,2.6,107,108,107,51.697218,-0.400333,510654,201041,0,1,9,14,27,1.0,2.066666666666667,30
609,Ascot Road Community Free School *,60,105,42,0.0,0.0,0.0,42.0,0.0,0.0,34.0,23.0,19.0,30.0,2018,140956,,,,,,,,,51.648263,-0.423363,509180,195562,1,2,8,17,42,2.0,0.5666666666666667,60
610,Beechfield School *,60,102,41,21.0,3.0,12.0,41.0,459.62,2642.54,29.0,25.0,25.0,23.0,2018,145350,0.62,0.09,0.8,0.3,3,103,105,105,51.676005,-0.407075,510240,198672,0,4,11,20,35,2.0,0.48333333333333334,60
611,Bromet Primary School *,40,163,40,16.0,22.0,2.0,40.0,806.21,771.5,49.0,62.0,26.0,25.0,2018,144908,0.58,0.18,3.2,3.5,1.3,105,106,104,51.641696,-0.388096,511636,194885,0,1,12,22,35,2.0,1.225,31-59
612,Cassiobury Infant & Nursery School,90,303,90,35.0,11.0,44.0,90.0,734.8,1597.76,96.0,97.0,61.0,50.0,2018,117167,0.67,0.12,-0.2,1.8,0,105,107,106,51.666895,-0.422109,509222,197636,0,1,7,20,38,1.0,1.0666666666666667,>60
613,Central Primary School,60,167,60,27.0,21.0,12.0,60.0,858.67,15358.0,49.0,45.0,35.0,40.0,2018,117156,0.68,0.03,1.9,3.2,2.4,104,109,105,51.65582,-0.391801,511345,196450,1,3,10,20,42,2.0,0.8166666666666667,60
614,Chater Infant School,60,176,60,24.0,35.0,1.0,60.0,581.33,494.8,69.0,40.0,33.0,31.0,2018,117158,0.65,0.1,-1.1,2.4,0.7,103,107,105,51.653832,-0.402945,510579,196212,0,4,11,21,43,1.0,1.15,60
615,Cherry Tree Primary School *,60,149,58,28.0,11.0,17.0,58.0,443.16,5001.75,47.0,29.0,43.0,30.0,2018,145353,0.55,0.1,-2.4,-3.2,-3.2,104,105,103,51.681588,-0.40411,510431,199297,0,3,10,20,34,2.0,0.7833333333333333,60
616,Coates Way JMI and Nursery School,30,88,30,8.0,18.0,4.0,30.0,851.68,1334.27,26.0,32.0,16.0,16.0,2018,117340,0.67,0.13,-3.6,-0.5,0.2,102,107,106,51.694673,-0.379283,512115,200790,1,1,4,10,27,2.0,0.8666666666666667,30
617,Grove Academy (The),90,108,89,42.0,25.0,14.0,89.0,622.82,4111.16,77.0,5.0,16.0,8.0,2018,138507,0.42,0.06,1.5,1.4,1.2,101,104,101,51.682919,-0.385706,511700,199473,0,0,10,15,34,2.0,0.8555555555555555,>60
618,Holywell Primary School,90,104,46,21.0,5.0,14.0,46.0,460.18,6137.26,38.0,27.0,20.0,19.0,2018,117290,0.5,0.11,-0.2,2.6,-1.6,101,104,100,51.644275,-0.418327,509538,195126,1,3,5,19,36,2.0,0.4222222222222222,>60
619,Kingsway Infant School,60,153,60,20.0,25.0,15.0,60.0,796.36,1517.77,57.0,39.0,32.0,26.0,2018,117168,0.51,0.08,-3.4,-2,-4.4,102,105,101,51.688906,-0.405979,510284,200108,1,2,11,18,28,2.0,0.95,60
620,Lanchester Community Free School *,60,103,46,0.0,0.0,0.0,46.0,0.0,0.0,25.0,24.0,36.0,20.0,2018,140954,,,,,,,,,51.662276,-0.408316,510187,197143,0,1,12,22,42,3.0,0.4166666666666667,60
621,Laurance Haines School *,60,153,60,0.0,0.0,0.0,60.0,0.0,0.0,50.0,43.0,42.0,18.0,2018,143603,0.65,0.11,0.7,4.3,3.3,103,108,106,51.646977,-0.407407,510287,195443,0,3,9,21,38,2.0,0.8333333333333334,60
622,Leavesden Green JMI School and Nursery,30,142,60,23.0,14.0,21.0,60.0,526.16,19400.0,39.0,33.0,35.0,34.0,2018,117324,0.55,0.1,-0.3,-1.2,-1.4,106,103,102,51.69207,-0.40853,510100,200456,1,2,10,17,27,2.0,1.3,30
623,Nascot Wood Infant & Nursery School,60,315,60,28.0,32.0,0.0,60.0,573.55,0.0,95.0,107.0,66.0,48.0,2018,117311,0.9,0.38,0.7,3.2,0.6,110,110,109,51.670331,-0.410854,509992,198035,0,3,10,21,38,1.0,1.5833333333333333,60
624,Orchard Primary School  (The) *,60,188,60,22.0,19.0,19.0,60.0,753.48,1403.8,56.0,44.0,55.0,33.0,2018,145352,0.89,0.25,3.8,1.5,4.7,109,112,110,51.680389,-0.413207,509805,199150,0,3,9,18,34,2.0,0.9333333333333333,60
625,Oxhey Wood Primary School *,60,85,44,21.0,5.0,11.0,44.0,361.49,1356.58,32.0,23.0,11.0,20.0,2018,144906,0.55,0.15,2,3,1.2,103,106,104,51.62477,-0.391166,511465,192998,2,4,7,13,25,2.0,0.5333333333333333,60
626,Parkgate Infants & Nursery School,60,149,57,27.0,10.0,19.0,57.0,597.03,14252.0,38.0,49.0,38.0,23.0,2018,117162,0.69,0,-0.7,-2.8,-1.7,106,107,105,51.674956,-0.393443,511185,198576,0,2,10,19,36,2.0,0.6333333333333333,60
627,St Anthony's Catholic Primary School **,60,121,60,0.0,0.0,0.0,60.0,0.0,0.0,65.0,24.0,22.0,10.0,2018,117495,0.74,0.18,4.9,2.9,3.7,108,107,107,51.647769,-0.420099,509407,195512,2,3,7,17,38,1.0,1.0833333333333333,60
628,St Catherine of Siena Catholic Primary School **,30,121,30,0.0,0.0,0.0,30.0,0.0,0.0,38.0,35.0,31.0,18.0,2018,138288,0.84,0.31,2.3,3,1.2,108,110,107,51.696414,-0.385573,511676,200974,1,1,5,13,26,2.0,1.2666666666666666,30
629,St Meryl School,30,74,30,10.0,13.0,7.0,30.0,534.13,973.01,31.0,18.0,16.0,10.0,2018,117166,0.6,0.17,0.5,2.7,-1.1,105,105,103,51.62858,-0.37719,512423,193443,0,1,8,16,25,2.0,1.0333333333333334,30
630,Watford Field School (Infant & Nursery),60,175,60,31.0,14.0,15.0,60.0,426.92,1100.82,62.0,39.0,44.0,29.0,2018,142221,,,,,,,,,51.658197,-0.395332,511095,196709,1,3,11,21,44,,1.0333333333333334,60
631,Woodhall School,30,61,21,11.0,3.0,5.0,21.0,245.49,1057.65,15.0,14.0,15.0,17.0,2018,117194,0.5,0.07,2.1,2.7,2.4,102,102,102,51.620713,-0.383826,511983,192558,0,3,5,10,23,2.0,0.5,30
632,Watton-at-Stone Primary and Nursery School,34,51,24,13.0,8.0,3.0,24.0,600.61,7060.98,24.0,6.0,17.0,4.0,2018,117171,0.66,0.09,-0.6,3.4,-0.4,106,109,106,51.855817,-0.113877,529994,219151,0,0,0,1,8,2.0,0.7058823529411765,31-59
633,Oaklands Primary School,30,94,30,9.0,11.0,8.0,30.0,1060.85,9218.13,23.0,30.0,25.0,17.0,2018,117261,0.75,0.04,-2.1,-2,0.2,105,107,106,51.841527,-0.197051,524306,217417,0,0,1,7,15,2.0,0.7666666666666667,30
634,_St John's CofE Primary School,30,101,30,0.0,0.0,0.0,30.0,0.0,0.0,35.0,25.0,21.0,19.0,2018,117460,0.7,0.1,3,0,0.1,108,105,105,51.818394,-0.189689,524877,214857,0,3,5,13,21,2.0,1.1666666666666667,30
635,Welwyn St Mary's C of E VA Primary School **,60,134,60,0.0,0.0,0.0,60.0,0.0,0.0,69.0,34.0,17.0,14.0,2018,117490,0.68,0.12,1.4,-2.1,0.9,107,107,106,51.826582,-0.216391,523014,215722,0,0,3,7,20,1.0,1.15,60
636,Applecroft School *,60,236,60,0.0,0.0,0.0,60.0,0.0,0.0,85.0,72.0,44.0,35.0,2018,137943,0.8,0.2,3.6,0.9,2.4,108,109,107,51.797514,-0.218351,522958,212486,0,0,6,13,26,1.0,1.4166666666666667,60
637,Commonswood Primary & Nursery School,60,152,61,36.0,17.0,8.0,61.0,818.12,1144.3,68.0,29.0,34.0,21.0,2018,117378,0.65,0.08,1.5,2.3,1.9,104,106,105,51.78437,-0.177433,525816,211094,0,0,6,10,25,2.0,1.1333333333333333,60
638,Creswick Primary ,60,208,60,34.0,26.0,0.0,60.0,547.32,0.0,84.0,67.0,36.0,21.0,2018,117229,0.64,0.14,-1.7,0.2,-2.8,105,106,104,51.787498,-0.200143,524241,211403,0,3,7,16,27,2.0,1.4,60
639,Harwood Hill JMI & Nursery School,30,78,30,9.0,7.0,11.0,30.0,384.16,18247.0,19.0,24.0,18.0,17.0,2018,117227,0.52,0.07,0.3,0.3,-1.3,103,103,102,51.815991,-0.199385,524215,214573,1,3,6,14,21,2.0,0.6333333333333333,30
640,Holwell Primary School ,60,111,60,15.0,7.0,27.0,60.0,357.99,4483.61,36.0,25.0,22.0,28.0,2018,117175,0.31,0,-3.6,-3.4,-4.3,98,99,97,51.794121,-0.195732,524527,212147,2,4,9,16,27,2.0,0.6,60
641,Holy Family RC Primary School **,30,47,28,0.0,0.0,0.0,28.0,0.0,0.0,20.0,17.0,8.0,3.0,2018,117481,0.5,0.13,0.8,-6.8,-0.4,106,107,105,51.8106,-0.1827,525380,214002,0,2,9,16,21,2.0,0.6666666666666666,30
642,Homerswood Primary & Nursery School,30,83,30,15.0,10.0,5.0,30.0,749.54,670.74,34.0,26.0,12.0,10.0,2018,117252,0.67,0,0.9,-1.1,-2.8,105,106,103,51.817449,-0.202969,523964,214729,1,3,5,14,20,2.0,1.1333333333333333,30
643,Our Lady Catholic Primary (Welwyn Garden City) **,30,83,30,0.0,0.0,0.0,30.0,0.0,0.0,41.0,15.0,17.0,10.0,2018,117464,0.59,0.07,-2.1,-3.3,-2.5,105,108,104,51.79202,-0.201819,524113,211903,2,3,7,16,26,2.0,1.3666666666666667,30
644,Panshanger Primary School,30,164,30,27.0,3.0,0.0,30.0,153.06,0.0,62.0,46.0,29.0,30.0,2018,117294,0.69,0.13,1.6,1.5,1,105,106,104,51.802486,-0.181895,525458,213101,0,4,9,15,24,2.0,2.066666666666667,30
645,Peartree Primary School (Welwyn Garden City),30,72,45,9.0,8.0,9.0,45.0,749.36,34672.0,14.0,18.0,22.0,15.0,2018,117172,0.26,0,-5.3,-3.2,-6.8,97,99,96,51.795789,-0.199701,524249,212326,2,4,9,16,26,2.0,0.4666666666666667,30
646,Springmead Primary School,60,78,60,18.0,12.0,16.0,60.0,469.58,567866.0,31.0,16.0,15.0,16.0,2018,145409,0.49,0.02,-2.2,-3.6,-3.1,103,104,102,51.803015,-0.170183,526264,213180,0,2,5,14,23,4.0,0.5166666666666667,60
647,St John's VA C of E Primary (Welwyn Garden City) **,15,43,15,0.0,0.0,0.0,15.0,0.0,0.0,13.0,16.0,8.0,6.0,2018,117435,0.6,0.07,0.9,-3.5,-0.5,108,110,106,51.795993,-0.233159,521941,212292,0,0,1,8,27,2.0,0.8666666666666667,<30
648,Swallow Dell Primary and Nursery School,60,136,60,14.0,20.0,26.0,60.0,632.78,1214.44,42.0,33.0,35.0,26.0,2018,133488,0.36,0.02,-2.4,0.4,-3.2,99,100,99,51.794995,-0.185923,525201,212261,0,4,9,14,25,2.0,0.7,60
649,Templewood Primary School,30,151,30,14.0,16.0,0.0,30.0,619.85,0.0,47.0,39.0,49.0,16.0,2018,117174,0.97,0.17,4.8,0.4,1.3,112,112,108,51.809954,-0.209156,523558,213885,0,2,8,15,22,1.0,1.5666666666666667,30
650,Watchlytes School,30,91,30,14.0,15.0,1.0,30.0,719.28,414.69,30.0,31.0,20.0,10.0,2018,117348,0.54,0.04,-0.9,-4.5,-1.2,104,105,103,51.798869,-0.173048,526078,212714,0,3,7,14,24,2.0,1.0,30
651,Weston Primary & Nursery School,20,35,9,5.0,1.0,3.0,9.0,726.79,5767.0,7.0,5.0,7.0,16.0,2018,117413,0.83,0,-0.6,1.4,-2.1,106,108,104,51.956971,-0.164168,526247,230312,0,0,0,0,13,2.0,0.35,<30
652,Beech Hyde Primary and Nursery School,30,54,27,10.0,17.0,0.0,27.0,799.57,0.0,26.0,17.0,6.0,5.0,2018,145487,0.67,0.07,1.3,-1,1.7,107,107,107,51.807436,-0.288316,518108,213474,0,1,1,1,16,4.0,0.8666666666666667,30
653,St Helen's Church of England Primary School **,60,63,39,0.0,0.0,0.0,39.0,0.0,0.0,37.0,19.0,3.0,4.0,2018,117462,0.86,0.14,1.6,-1.6,-0.1,109,107,107,51.809905,-0.298459,517402,213732,0,1,1,4,16,2.0,0.6166666666666667,60
654,St Paul's Walden Primary School,15,23,7,4.0,2.0,1.0,7.0,650.02,5157.84,7.0,7.0,6.0,3.0,2018,117144,0.55,0,-3.6,1.7,-4.9,102,101,101,51.876579,-0.286186,518074,221167,0,0,0,1,4,2.0,0.4666666666666667,<30
655,Widford Primary School,8,24,8,2.0,4.0,2.0,8.0,296.06,6003.59,8.0,7.0,5.0,4.0,2018,117176,0.75,0.13,-1.8,0.3,-1.3,104,106,104,51.822685,0.055923,541791,215783,0,0,1,2,6,3.0,1.0,<30
656,St Bartholomew's C of E VA Primary School **,15,34,15,0.0,0.0,0.0,15.0,0.0,0.0,17.0,11.0,2.0,4.0,2018,117463,0.83,0.11,-0.9,-2.1,0.8,107,106,109,51.782318,-0.643485,493674,210165,0,0,1,3,7,1.0,1.1333333333333333,<30
657,St Michael's Woolmer Green VA C of E Primary School **,30,70,27,0.0,0.0,0.0,27.0,0.0,0.0,16.0,32.0,17.0,5.0,2018,117461,0.76,0.2,6,-1.1,4.7,111,110,110,51.851656,-0.180828,525395,218571,0,0,3,3,17,2.0,0.5333333333333333,30
658,Divine Saviour RC Primary School **,30,100,30,0.0,0.0,0.0,30.0,0.0,0.0,40.0,29.0,24.0,7.0,2018,117485,0.9,0.17,3.2,0.6,3.3,110,114,110,51.700427,-0.428192,508721,201356,1,1,5,11,27,2.0,1.3333333333333333,30
659,Woodside Primary School,30,94,26,8.0,10.0,7.0,26.0,989.38,3016.56,21.0,23.0,30.0,20.0,2018,117321,0.47,0.03,0,3.8,-1,102,103,101,51.708179,-0.091366,531974,202773,0,1,2,7,19,2.0,0.7,30
660,Hertsmere Jewish Primary School **,60,184,60,0.0,0.0,0.0,60.0,0.0,0.0,69.0,62.0,34.0,19.0,2018,131955,0.77,0.2,0.2,-0.5,-1.3,108,108,107,51.669866,-0.306127,517235,198146,0,0,3,9,21,1.0,1.15,60
661,St John's Catholic Primary (Mill End) **,30,58,27,0.0,0.0,0.0,27.0,0.0,0.0,24.0,12.0,10.0,12.0,2018,117475,0.9,0.23,4.2,2,2.8,109,108,108,51.637248,-0.491158,504515,194238,2,3,5,8,14,2.0,0.8,30
662,Sarratt Church of England School,26,57,23,16.0,4.0,3.0,23.0,2225.3,5586.94,22.0,12.0,14.0,9.0,2018,117404,0.54,0.13,1.6,1.9,-0.9,104,104,102,51.682036,-0.491767,504370,199218,0,0,0,2,13,2.0,0.8461538461538461,<30
663,Holy Rood Catholic Primary School **,60,151,60,0.0,0.0,0.0,60.0,0.0,0.0,68.0,45.0,26.0,12.0,2018,127416,0.86,0.16,1.2,0.8,0.6,109,112,108,51.68146,-0.425927,508923,199250,0,1,8,16,32,1.0,1.1333333333333333,60
664,Knutsford Primary Academy,60,228,60,26.0,33.0,1.0,60.0,843.04,540.71,89.0,68.0,46.0,25.0,2018,117165,0.78,0.21,1.1,0.6,0.2,108,110,107,51.671116,-0.387268,511621,198158,0,2,9,20,40,3.0,1.4833333333333334,60
665,Abbots Langley School,60,187,60,26.0,13.0,21.0,60.0,770.55,2714.61,55.0,59.0,44.0,29.0,2020,117083,0.59,0.16,1.3,0,0.4,106,107,105,51.709592,-0.417656,509427,202391,0,0,4,10,29,2.0,0.9166666666666666,60
666,Bedmond Academy,30,13,7,1.0,3.0,3.0,7.0,280.61,8326.81,7.0,2.0,1.0,3.0,2020,144959,0,0,-8,-2.7,-10.7,95,96,93,51.719667,-0.41328,509705,203518,0,0,1,6,31,4.0,0.23333333333333334,30
667,Tanners Wood JMI School,60,162,60,23.0,23.0,14.0,60.0,1097.52,6342.49,57.0,51.0,34.0,20.0,2020,117178,0.68,0.13,0.1,2.5,-1.5,105,107,104,51.699421,-0.422873,509091,201252,1,1,6,12,28,2.0,0.95,60
668,Albury Church of England Voluntary Aided Primary (Bishop's Stortford) **,10,14,6,0.0,0.0,0.0,6.0,0.0,0.0,6.0,2.0,3.0,3.0,2020,117419,0.83,0,SUPP,SUPP,SUPP,107,105,104,51.90238,0.08577,543594,224704,0,0,0,1,4,2.0,0.6,<30
669,Aldbury C of E Primary & Nursery School,15,57,11,5.0,2.0,4.0,11.0,384.29,4430.59,11.0,19.0,16.0,11.0,2020,117382,0.71,0.29,-0.8,5.7,2.8,104,109,108,51.803223,-0.602044,496488,212544,0,0,0,0,8,2.0,0.7333333333333333,<30
670,Ashwell Primary School,30,43,24,10.0,12.0,2.0,24.0,3356.51,6655.11,24.0,7.0,7.0,5.0,2020,117084,0.9,0.27,2.4,-1.1,0.6,111,110,109,52.039996,-0.153463,526748,239564,0,0,0,0,0,2.0,0.8,30
671,Hartsfield JMI School,60,113,58,15.0,27.0,16.0,58.0,2818.58,6147.51,58.0,33.0,11.0,11.0,2020,117376,0.8,0.12,0,-0.9,0.1,106,107,107,51.990428,-0.184912,524729,233997,0,1,3,5,11,2.0,0.9666666666666667,60
672,St John's Catholic Primary and Nursery School (Baldock) **,30,77,22,0.0,0.0,0.0,22.0,0.0,0.0,20.0,25.0,25.0,7.0,2020,138316,0.66,0.03,-1.2,-1.5,-4.6,105,103,102,51.983349,-0.181861,524958,233215,0,2,2,5,11,2.0,0.6666666666666666,30
673,St Mary's Church of England (VC) Infant (Baldock),60,130,54,28.0,14.0,12.0,54.0,981.26,4516.69,53.0,37.0,34.0,6.0,2020,117385,0.41,0.05,-2.6,-1.5,-2.8,103,106,102,51.981225,-0.193424,524170,232959,0,1,4,7,13,2.0,0.8833333333333333,60
674,Bayford (C of E) VC Primary School,15,38,15,5.0,5.0,5.0,15.0,2467.71,6080.21,16.0,7.0,10.0,5.0,2020,117387,0.87,0.07,1.7,-0.5,0.8,107,107,107,51.757226,-0.10624,530805,208201,0,0,0,0,10,2.0,1.0666666666666667,<30
675,Bridgewater Primary School,60,177,60,29.0,25.0,6.0,60.0,813.56,749.0,80.0,40.0,36.0,21.0,2020,117541,,,,,,,,,51.770612,-0.576042,498352,208952,0,2,4,4,9,2.0,1.3333333333333333,60
676,Greenway Primary & Nursery School (Berkhamsted),30,146,30,23.0,7.0,0.0,30.0,435.72,0.0,47.0,43.0,39.0,17.0,2020,117276,0.83,0.17,0.6,-2.6,-0.6,109,108,108,51.756653,-0.582344,497947,207391,1,1,4,5,6,2.0,1.5666666666666667,30
677,St Mary's VA C of E Primary School (Northchurch) **,30,58,23,0.0,0.0,0.0,23.0,0.0,0.0,19.0,15.0,9.0,15.0,2020,117424,0.66,0.21,-2,-1.3,-0.9,105,107,106,51.770209,-0.58947,497426,208889,0,2,4,4,8,2.0,0.6333333333333333,30
678,St Thomas More Catholic Primary (Berkhamsted) **,30,47,22,0.0,0.0,0.0,22.0,0.0,0.0,18.0,11.0,11.0,7.0,2020,117479,0.78,0,0.2,-4.2,-0.3,107,110,107,51.759852,-0.58065,498057,207749,1,2,4,5,6,1.0,0.6,30
679,Westfield Primary School,30,148,30,18.0,11.0,1.0,30.0,836.56,517.09,32.0,47.0,47.0,22.0,2020,117254,0.7,0.1,-2.2,-4.6,-1.2,105,108,107,51.765866,-0.584229,497797,208413,0,3,4,4,8,1.0,1.0666666666666667,30
680,All Saints C of E Primary and Nursery (Bishop's Stortford) **,30,103,30,0.0,0.0,0.0,30.0,0.0,0.0,30.0,35.0,21.0,17.0,2020,117472,0.83,0.2,1.6,-1.7,1.2,109,111,109,51.875326,0.176888,549952,221879,1,1,5,9,11,2.0,1.0,30
681,Hillmead Primary School,30,130,30,16.0,4.0,10.0,30.0,388.86,2806.97,30.0,37.0,31.0,32.0,2020,117310,0.8,0.17,2.3,1.1,2,108,108,108,51.870922,0.136523,547188,221307,0,1,5,10,13,2.0,1.0,30
682,Manor Fields Primary School **,60,150,61,0.0,0.0,0.0,61.0,0.0,0.0,67.0,31.0,34.0,18.0,2020,144960,0.73,0.13,-3,-2.3,-0.4,105,110,107,51.859932,0.140069,547468,220092,0,0,7,9,15,4.0,1.1166666666666667,60
683,Northgate Primary School,60,187,60,0.0,0.0,0.0,60.0,0.0,0.0,69.0,43.0,43.0,32.0,2020,138539,0.97,0.29,2.6,1.5,1.5,110,109,109,51.875982,0.149548,548068,221896,0,3,6,10,12,1.0,1.15,60
684,Richard Whittington Primary School (The),45,100,33,13.0,5.0,9.0,33.0,520.52,18653.72,23.0,25.0,30.0,22.0,2020,117346,0.51,0.09,-2.1,0.1,-3.2,103,106,103,51.856471,0.155255,548525,219738,1,1,6,11,13,2.0,0.5111111111111111,31-59
685,_St Joseph's Catholic Primary School,60,118,56,0.0,0.0,0.0,56.0,0.0,0.0,49.0,27.0,24.0,18.0,2020,117425,0.84,0.22,4.8,1.9,1.3,111,115,108,51.867714,0.149256,548075,220976,1,4,8,10,12,1.0,0.8166666666666667,60
686,St Michael's C of E VA Primary (Bishop's Stortford) **,30,105,30,0.0,0.0,0.0,30.0,0.0,0.0,26.0,28.0,26.0,25.0,2020,117426,0.86,0.18,-0.2,-2.1,0.8,108,112,109,51.869508,0.157868,548662,221193,1,3,10,10,12,1.0,0.8666666666666667,30
687,Summercroft Primary School *,60,162,60,0.0,0.0,0.0,60.0,0.0,0.0,69.0,40.0,31.0,22.0,2020,137351,0.83,0.25,3.2,1,3.9,109,113,110,51.873395,0.178698,550083,221668,1,1,4,9,11,2.0,1.15,60
688,Thorley Hill Primary School,30,146,30,10.0,14.0,6.0,30.0,699.04,710.62,30.0,49.0,30.0,37.0,2020,117230,0.88,0.3,1.4,2.2,1.9,108,110,108,51.857648,0.161715,548966,219882,1,1,6,11,13,2.0,1.0,30
689,Thorn Grove Primary School,30,85,30,12.0,14.0,4.0,30.0,954.54,10580.58,26.0,11.0,29.0,19.0,2020,117277,0.5,0,1.2,-0.1,-2.1,104,105,102,51.864168,0.171948,549649,220628,0,0,7,10,11,2.0,0.8666666666666667,30
690,Windhill21 *,60,274,60,0.0,0.0,0.0,60.0,0.0,0.0,71.0,89.0,70.0,44.0,2020,141851,0.8,0.18,5.1,2,3.6,109,111,109,51.869135,0.155613,548508,221147,2,3,10,10,12,1.0,1.1833333333333333,60
691,Cowley Hill Primary School,60,171,60,27.0,20.0,13.0,60.0,1065.92,1052.36,62.0,45.0,36.0,28.0,2020,117099,0.68,0.09,-2.1,0.2,-0.5,103,105,106,51.664028,-0.27329,519521,197550,2,4,9,11,16,2.0,1.0333333333333334,60
692,Kenilworth Primary School,30,82,30,12.0,3.0,15.0,30.0,227.61,3515.85,20.0,23.0,25.0,14.0,2020,117183,0.55,0.07,-4.6,-4.7,-3.2,102,105,104,51.654813,-0.258807,520547,196549,0,4,7,10,14,3.0,0.6666666666666666,30
693,Meryfield Primary School,60,157,60,0.0,0.0,0.0,60.0,0.0,0.0,71.0,37.0,29.0,20.0,2020,145351,0.64,0.11,-1,2.1,1.4,102,107,105,51.664072,-0.287314,518551,197532,0,2,8,12,16,2.0,1.1833333333333333,60
694,Monksmead School,30,162,30,9.0,17.0,4.0,30.0,767.07,708.2,38.0,68.0,40.0,16.0,2020,117219,0.44,0.11,-0.6,-3.6,0,103,105,104,51.654287,-0.268181,519900,196475,1,3,8,9,12,2.0,1.2666666666666666,30
695,Parkside Community Primary School School,60,73,49,17.0,6.0,8.0,49.0,608.97,11696.18,27.0,19.0,11.0,16.0,2020,117562,0.48,0.12,-2.8,0.8,-1.1,99,98,102,51.670005,-0.281031,518970,198202,0,3,7,13,16,3.0,0.45,60
696,Saffron Green Primary School,30,54,30,9.0,9.0,4.0,30.0,715.1,2758.13,16.0,9.0,15.0,14.0,2020,117195,0.48,0,-5.4,-4.4,-1.8,97,102,102,51.651274,-0.253002,520958,196165,0,1,6,9,12,2.0,0.5333333333333333,30
697,St Teresa's Catholic Primary School **,30,90,30,0.0,0.0,0.0,30.0,0.0,0.0,49.0,20.0,7.0,14.0,2020,117466,0.72,0.07,0.7,-0.5,0.3,106,106,106,51.660199,-0.270934,519694,197128,1,4,9,11,15,2.0,1.6333333333333333,30
698,Summerswood Primary School,60,155,60,26.0,30.0,4.0,60.0,2231.33,669.02,58.0,30.0,36.0,31.0,2020,117182,0.47,0.07,-3,-2.1,-2.8,102,103,103,51.650522,-0.269018,519852,196055,2,3,9,10,13,2.0,0.9666666666666667,60
699,Woodlands Primary School,30,131,30,13.0,4.0,13.0,30.0,601.88,700.19,29.0,39.0,37.0,26.0,2020,117181,0.48,0.14,-4.6,-2.4,-4.2,101,104,102,51.66674,-0.271813,519616,197854,1,3,8,12,16,2.0,0.9666666666666667,30
700,Yavneh Primary **,60,169,60,0.0,0.0,0.0,60.0,0.0,0.0,81.0,42.0,24.0,22.0,2020,142862,,,,,,,,,51.654287,-0.268181,519900,196475,1,3,8,9,12,1.0,1.35,60
701,Bovingdon Primary Academy,60,112,60,25.0,28.0,7.0,60.0,1456.65,6447.05,55.0,19.0,23.0,15.0,2020,136857,0.77,0.17,2.9,1,2.3,107,109,108,51.72351,-0.531129,501556,203775,0,0,0,1,8,1.0,0.9166666666666666,60
