Full Name,Year,URN,PTRWM_EXP,PTRWM_HIGH,READPROG,WRITPROG,MATPROG,READ_AVERAGE,GPS_AVERAGE,MAT_AVERAGE,Grade,%exp_norm,%high_norm,norm_%,READ_norm,WRIT_norm,MAT_norm,READPROG_norm,WRITPROG_norm,MATPROG_norm,appl/plc,weightedPref,log_WP,%exp_norm,%high_norm,READPROG_norm,WRITPROG_norm,MATPROG_norm,READ_norm,WRIT_norm,MAT_norm,pred_WP,resid_WP,pred_log_WP,resid_log_WP,pca_1,pca,pca_2,Latitude,Longitude,Easting,Northing
Furneux Pelham Church of England School,2018,117394,0.84,0.21,-1,-0.8,-2,108,107,107,1,1.089742479,0.908659872,1.116425894,0.785400177,0.080899997,0.670835944,-0.580353363,-0.303691545,-0.767946131,1.6,1.75,0.559615788,1.089742479,0.908659872,-0.580353363,-0.303691545,-0.767946131,0.785400177,0.080899997,0.670835944,2.793857276,-1.043857276,0.951599701,-0.391983913,-0.779409236,0.779409236,-1.187918433,51.931125,0.080848,543164,227891
Furneux Pelham Church of England School,2020,117394,0.79,0.29,-1.2,2,0.2,106,108,108,1,0.760100271,1.802453675,1.431594384,0.101804655,0.421586623,1.028395528,-0.669920575,0.967000702,0.170494607,1.45,1.7,0.530628251,0.760100271,1.802453675,-0.669920575,0.967000702,0.170494607,0.101804655,0.421586623,1.028395528,2.933571877,-1.233571877,1.007069355,-0.476441104,-1.555729972,1.555729972,0.213688686,51.931125,0.080848,543164,227891
Graveley Primary School,2019,117395,0.83,0.08,-1.1,0.5,-0.8,105,103,105,2,1.023814037,-0.543755058,0.268189374,-0.239993105,-1.281846506,-0.044283224,-0.625136969,0.286272712,-0.256069365,3.5625,2.5,0.916290732,1.023814037,-0.543755058,-0.625136969,0.286272712,-0.256069365,-0.239993105,-1.281846506,-0.044283224,2.541451113,-0.041451113,0.85138911,0.064901622,0.623079387,-0.623079387,0.314523668,51.934862,-0.21453,522847,227767
Graveley Primary School,2018,117395,0.71,0.07,2,-0.9,-1.6,108,103,104,2,0.232672739,-0.655479283,-0.236204773,0.785400177,-1.281846506,-0.401842808,0.763154818,-0.349073411,-0.597320542,3.25,2.75,1.011600912,0.232672739,-0.655479283,0.763154818,-0.349073411,-0.597320542,0.785400177,-1.281846506,-0.401842808,2.562154434,0.187845566,0.859608767,0.151992145,0.508041895,-0.508041895,-0.220198423,51.934862,-0.21453,522847,227767
Graveley Primary School,2020,117395,0.67,0.07,-1.3,-1.1,-2.8,104,102,103,2,-0.031041027,-0.655479283,-0.3835309,-0.581790866,-1.622533132,-0.759402392,-0.714704181,-0.439837143,-1.109197308,3.1875,2.375,0.864997437,-0.031041027,-0.655479283,-0.714704181,-0.439837143,-1.109197308,-0.581790866,-1.622533132,-0.759402392,2.274499854,0.100500146,0.745403808,0.119593629,2.106387484,-2.106387484,-0.069007902,51.934862,-0.21453,522847,227767
St John The Baptist VA C of E Primary School **,2019,117432,0.77,0.13,0.8,1.1,0,107,107,105,2,0.628243388,0.014866069,0.359279026,0.443602416,0.080899997,-0.044283224,0.225751545,0.558563908,0.085181813,2.133333333,1.7,0.530628251,0.628243388,0.014866069,0.225751545,0.558563908,0.085181813,0.443602416,0.080899997,-0.044283224,2.77331944,-1.07331944,0.943445745,-0.412817494,-0.665291259,0.665291259,0.255289011,51.793143,-0.012432,537170,212367
St John The Baptist VA C of E Primary School **,2018,117432,0.73,0.12,-0.1,1.1,-0.9,106,105,104,2,0.364529622,-0.096858157,0.149537132,0.101804655,-0.600473254,-0.401842808,-0.177300909,0.558563908,-0.298725762,1.9,1.9,0.641853886,0.364529622,-0.096858157,-0.177300909,0.558563908,-0.298725762,0.101804655,-0.600473254,-0.401842808,2.603619028,-0.703619028,0.876071088,-0.234217202,0.277644902,-0.277644902,0.449974166,51.793143,-0.012432,537170,212367
St John The Baptist VA C of E Primary School **,2020,117432,0.59,0.1,-1.1,1.2,-2.6,104,105,103,2,-0.558468559,-0.320306607,-0.490935847,-0.581790866,-0.600473254,-0.759402392,-0.625136969,0.603945774,-1.023884514,2.333333333,2.166666667,0.773189888,-0.558468559,-0.320306607,-0.625136969,0.603945774,-1.023884514,-0.581790866,-0.600473254,-0.759402392,2.383249562,-0.216582896,0.788579745,-0.015389857,1.502122407,-1.502122407,0.595319986,51.793143,-0.012432,537170,212367
Grove Infant & Nursery School (The),2019,117258,0.81,0.2,1,-0.3,-0.4,110,109,108,2,0.891957154,0.796935647,0.943515531,1.468995698,0.762273249,1.028395528,0.315318757,-0.076782215,-0.085443776,2.355555556,2.022222222,0.704197017,0.891957154,0.796935647,0.315318757,-0.076782215,-0.085443776,1.468995698,0.762273249,1.028395528,3.000116384,-0.977894162,1.033488934,-0.329291917,-1.925482891,1.925482891,-1.068637824,51.808334,-0.337669,514703,213495
Grove Infant & Nursery School (The),2018,117258,0.79,0.13,-0.2,-2,-1.4,109,108,107,2,0.760100271,0.014866069,0.43294209,1.127197938,0.421586623,0.670835944,-0.222084515,-0.848273937,-0.512007748,2.455555556,2.1,0.741937345,0.760100271,0.014866069,-0.222084515,-0.848273937,-0.512007748,1.127197938,0.421586623,0.670835944,2.779439729,-0.679439729,0.94587563,-0.203938285,-0.699298495,0.699298495,-1.608038839,51.808334,-0.337669,514703,213495
Grove Infant & Nursery School (The),2020,117258,0.79,0.26,1.1,0.4,-0.4,108,109,107,2,0.760100271,1.467280999,1.244347078,0.785400177,0.762273249,0.670835944,0.360102363,0.240890846,-0.085443776,2.388888889,2.133333333,0.757685702,0.760100271,1.467280999,0.360102363,0.240890846,-0.085443776,0.785400177,0.762273249,0.670835944,2.975246337,-0.841913004,1.023614999,-0.265929297,-1.787293087,1.787293087,-0.497590825,51.808334,-0.337669,514703,213495
High Beeches Primary School,2019,117342,0.68,0.1,2.4,0.5,-1.6,109,107,105,1,0.034887415,-0.320306607,-0.159452063,1.127197938,0.080899997,-0.044283224,0.942289242,0.286272712,-0.597320542,4.666666667,3.25,1.178654996,0.034887415,-0.320306607,0.942289242,0.286272712,-0.597320542,1.127197938,0.080899997,-0.044283224,2.749151685,0.500848315,0.933850635,0.244804362,-0.531003722,0.531003722,-0.204778946,51.813455,-0.336668,514759,214066
High Beeches Primary School,2018,117342,0.87,0.23,4.9,0.7,2.7,112,111,109,1,1.287527803,1.132108323,1.351752026,2.15259122,1.4436465,1.385955112,2.061879392,0.377036444,1.236904536,4.666666667,3.95,1.373715579,1.287527803,1.132108323,2.061879392,0.377036444,1.236904536,2.15259122,1.4436465,1.385955112,3.376492365,0.573507635,1.182918167,0.190797412,-4.016806755,4.016806755,-0.484741514,51.813455,-0.336668,514759,214066
High Beeches Primary School,2020,117342,0.9,0.3,3.1,1.2,3.8,110,113,111,1,1.485313128,1.914177901,1.899156999,1.468995698,2.125019752,2.101074281,1.255774484,0.603945774,1.706124905,4.25,4,1.386294361,1.485313128,1.914177901,1.255774484,0.603945774,1.706124905,1.468995698,2.125019752,2.101074281,3.477568913,0.522431087,1.223047697,0.163246664,-4.578436103,4.578436103,-0.412083896,51.813455,-0.336668,514759,214066
Lea Primary School (The),2019,117327,0.72,0.06,3,-0.7,0.3,109,107,106,2,0.298601181,-0.767203509,-0.26178901,1.127197938,0.080899997,0.31327636,1.210990878,-0.258309679,0.213151004,1.6,1.533333333,0.427444015,0.298601181,-0.767203509,1.210990878,-0.258309679,0.213151004,1.127197938,0.080899997,0.31327636,2.810533536,-1.277200203,0.958220529,-0.530776514,-0.872070464,0.872070464,-0.404538311,51.830017,-0.353957,513526,215881
Lea Primary School (The),2018,117327,0.52,0.03,0.7,-3.7,-0.8,107,106,104,2,-1.019967649,-1.102376185,-1.185666947,0.443602416,-0.259786629,-0.401842808,0.180967939,-1.619765659,-0.256069365,2.4,2.2,0.78845736,-1.019967649,-1.102376185,0.180967939,-1.619765659,-0.256069365,0.443602416,-0.259786629,-0.401842808,2.427397705,-0.227397705,0.806107492,-0.017650132,1.256814343,-1.256814343,-1.176447096,51.830017,-0.353957,513526,215881
Lea Primary School (The),2020,117327,0.96,0.26,3.7,3.2,4.3,109,110,110,2,1.880883777,1.467280999,1.870483115,1.127197938,1.102959875,1.743514697,1.52447612,1.511583094,1.919406891,2.666666667,2.833333333,1.041453875,1.880883777,1.467280999,1.52447612,1.511583094,1.919406891,1.127197938,1.102959875,1.743514697,3.427120396,-0.593787063,1.203018567,-0.161564693,-4.298120161,4.298120161,0.823612363,51.830017,-0.353957,513526,215881
Manland Primary School,2019,117103,0.93,0.27,3.9,2.6,2.9,111,111,109,2,1.683098453,1.579005224,1.822404289,1.810793459,1.4436465,1.385955112,1.614043332,1.239291898,1.32221733,5.433333333,3.666666667,1.299282984,1.683098453,1.579005224,1.614043332,1.239291898,1.32221733,1.810793459,1.4436465,1.385955112,3.421223236,0.24544343,1.20067727,0.098605714,-4.265352738,4.265352738,0.192666853,51.823585,-0.347904,513959,215175
Manland Primary School,2018,117103,0.8,0.27,4.7,1.4,1.9,110,109,107,2,0.826028713,1.579005224,1.343594378,1.468995698,0.762273249,0.670835944,1.97231218,0.694709506,0.895653359,5.033333333,2.433333333,0.889262059,0.826028713,1.579005224,1.97231218,0.694709506,0.895653359,1.468995698,0.762273249,0.670835944,3.213195672,-0.779862339,1.118085923,-0.228823863,-3.109452702,3.109452702,0.236001797,51.823585,-0.347904,513959,215175
Manland Primary School,2020,117103,0.86,0.25,2.1,1,0.6,110,109,109,2,1.221599362,1.355556774,1.439752031,1.468995698,0.762273249,1.385955112,0.807938424,0.513182042,0.341120196,5.233333333,2.5,0.916290732,1.221599362,1.355556774,0.807938424,0.513182042,0.341120196,1.468995698,0.762273249,1.385955112,3.164056705,-0.664056705,1.098576712,-0.18228598,-2.836413243,2.836413243,-0.493816509,51.823585,-0.347904,513959,215175
Roundwood Primary School,2019,117211,0.91,0.23,1.3,1.2,1.2,111,109,109,1,1.551241569,1.132108323,1.499078152,1.810793459,0.762273249,1.385955112,0.449669575,0.603945774,0.597058579,4.4,3.666666667,1.299282984,1.551241569,1.132108323,0.449669575,0.603945774,0.597058579,1.810793459,0.762273249,1.385955112,3.194138097,0.47252857,1.110519662,0.188763322,-3.003559757,3.003559757,-0.566605049,51.819799,-0.371736,512326,214717
Roundwood Primary School,2018,117211,0.66,0.14,0.5,-3.3,0.5,109,110,109,1,-0.096969468,0.126590294,0.016547948,1.127197938,1.102959875,1.385955112,0.091400727,-1.438238195,0.298463798,3.822222222,3.4,1.223775432,-0.096969468,0.126590294,0.091400727,-1.438238195,0.298463798,1.127197938,1.102959875,1.385955112,2.870094416,0.529905584,0.981867459,0.241907972,-1.203019024,1.203019024,-1.938140735,51.819799,-0.371736,512326,214717
Roundwood Primary School,2020,117211,0.84,0.2,0.5,-2.7,0.2,109,108,109,1,1.089742479,0.796935647,1.054010126,1.127197938,0.421586623,1.385955112,0.091400727,-1.165946999,0.170494607,3.866666667,3.288888889,1.190549784,1.089742479,0.796935647,0.091400727,-1.165946999,0.170494607,1.127197938,0.421586623,1.385955112,2.949001093,0.339887796,1.013195081,0.177354703,-1.641462032,1.641462032,-1.763421986,51.819799,-0.371736,512326,214717
Sauncey Wood Primary School,2019,117102,0.48,0.06,-0.4,-3.3,1.4,106,104,106,2,-1.283681415,-0.767203509,-1.145745768,0.101804655,-0.94115988,0.31327636,-0.311651727,-1.438238195,0.682371373,1.566666667,1.5,0.405465108,-1.283681415,-0.767203509,-0.311651727,-1.438238195,0.682371373,0.101804655,-0.94115988,0.31327636,2.44574144,-0.94574144,0.813390343,-0.407925235,1.154887829,-1.154887829,-0.629427414,51.827522,-0.336977,514702,215630
Sauncey Wood Primary School,2018,117102,0.5,0.18,-0.7,-1.3,-0.7,104,104,104,2,-1.151824532,0.573487196,-0.323093484,-0.581790866,-0.94115988,-0.401842808,-0.446002545,-0.530600875,-0.213412968,1.566666667,1.6,0.470003629,-1.151824532,0.573487196,-0.446002545,-0.530600875,-0.213412968,-0.581790866,-0.94115988,-0.401842808,2.411593594,-0.811593594,0.799832925,-0.329829296,1.344629496,-1.344629496,0.091926557,51.827522,-0.336977,514702,215630
Sauncey Wood Primary School,2020,117102,0.6,0.13,0.7,-1.7,1.1,106,106,106,2,-0.492540117,0.014866069,-0.26685701,0.101804655,-0.259786629,0.31327636,0.180967939,-0.712128339,0.554402181,1.666666667,1.7,0.530628251,-0.492540117,0.014866069,0.180967939,-0.712128339,0.554402181,0.101804655,-0.259786629,0.31327636,2.647582724,-0.947582724,0.893525607,-0.362897356,0.033361709,-0.033361709,-0.302826422,51.827522,-0.336977,514702,215630
St Dominic Catholic Primary School **,2019,117478,0.8,0.18,2,-2.8,0.9,110,108,108,1,0.826028713,0.573487196,0.781852463,1.468995698,0.421586623,1.028395528,0.763154818,-1.211328865,0.469089387,2.6,2.466666667,0.902867712,0.826028713,0.573487196,0.763154818,-1.211328865,0.469089387,1.468995698,0.421586623,1.028395528,2.973273504,-0.506606837,1.022831742,-0.119964031,-1.776331087,1.776331087,-1.586869668,51.811365,-0.351136,513767,213811
St Dominic Catholic Primary School **,2018,117478,0.83,0.37,4.4,2.1,1.6,113,112,110,1,1.023814037,2.696247478,2.078246657,2.49438898,1.784333126,1.743514697,1.837961362,1.012382568,0.767684167,2.233333333,2.8,1.029619417,1.023814037,2.696247478,1.837961362,1.012382568,0.767684167,2.49438898,1.784333126,1.743514697,3.507794361,-0.707794361,1.23504784,-0.205428423,-4.746383061,4.746383061,-0.455859694,51.811365,-0.351136,513767,213811
St Dominic Catholic Primary School **,2020,117478,0.93,0.35,4.2,0.4,1.6,112,109,109,1,1.683098453,2.472799028,2.321730436,2.15259122,0.762273249,1.385955112,1.74839415,0.240890846,0.767684167,2.166666667,2.433333333,0.889262059,1.683098453,2.472799028,1.74839415,0.240890846,0.767684167,2.15259122,0.762273249,1.385955112,3.382790029,-0.949456695,1.185418473,-0.296156413,-4.051799567,4.051799567,-0.710202521,51.811365,-0.351136,513767,213811
St Nicholas C of E VA Primary (Harpenden) **,2019,117434,0.96,0.13,0.8,-2.7,1.2,111,113,111,2,1.880883777,0.014866069,1.059078126,1.810793459,2.125019752,2.101074281,0.225751545,-1.165946999,0.597058579,4.636363636,3.681818182,1.303406701,1.880883777,0.014866069,0.225751545,-1.165946999,0.597058579,1.810793459,2.125019752,2.101074281,3.206983147,0.474835035,1.115619419,0.187787283,-3.074932959,3.074932959,-2.496224468,51.816388,-0.358038,513279,214359
St Nicholas C of E VA Primary (Harpenden) **,2018,117434,0.91,0.18,2.4,-0.6,1.8,112,113,110,2,1.551241569,0.573487196,1.18699931,2.15259122,2.125019752,1.743514697,0.942289242,-0.212927813,0.852996962,2.227272727,1.181818182,0.167054085,1.551241569,0.573487196,0.942289242,-0.212927813,0.852996962,2.15259122,2.125019752,1.743514697,3.315643262,-2.13382508,1.158759785,-0.9917057,-3.67870021,3.67870021,-1.550988732,51.816388,-0.358038,513279,214359
St Nicholas C of E VA Primary (Harpenden) **,2020,117434,0.91,0.14,3.3,0.5,2.4,110,113,110,2,1.551241569,0.126590294,0.937336237,1.468995698,2.125019752,1.743514697,1.345341696,0.286272712,1.108935345,4.772727273,3.181818182,1.157452789,1.551241569,0.126590294,1.345341696,0.286272712,1.108935345,1.468995698,2.125019752,1.743514697,3.304554655,-0.122736474,1.154357373,0.003095415,-3.617086642,3.617086642,-0.74890962,51.816388,-0.358038,513279,214359
Wood End School,2019,117358,0.89,0.43,3.2,2.9,3.4,111,113,111,1,1.419384686,3.366592831,2.673730456,1.810793459,2.125019752,2.101074281,1.30055809,1.375437496,1.535499316,2.6,2.966666667,1.087438988,1.419384686,3.366592831,1.30055809,1.375437496,1.535499316,1.810793459,2.125019752,2.101074281,3.607737571,-0.641070905,1.27472741,-0.187288422,-5.301715045,5.301715045,0.003269613,51.82664,-0.381386,511644,215463
Wood End School,2018,117358,0.83,0.41,3.1,0.6,2.5,112,111,110,1,1.023814037,3.14314438,2.32790973,2.15259122,1.4436465,1.743514697,1.255774484,0.331654578,1.151591742,2.35,2.733333333,1.005521866,1.023814037,3.14314438,1.255774484,0.331654578,1.151591742,2.15259122,1.4436465,1.743514697,3.446900156,-0.713566823,1.210871551,-0.205349685,-4.408025908,4.408025908,-0.772197551,51.82664,-0.381386,511644,215463
Wood End School,2020,117358,0.94,0.4,4,3,2.3,112,112,110,1,1.749026894,3.031420154,2.670640809,2.15259122,1.784333126,1.743514697,1.658826938,1.420819362,1.066278947,2.35,2.783333333,1.02364925,1.749026894,3.031420154,1.658826938,1.420819362,1.066278947,2.15259122,1.784333126,1.743514697,3.579557064,-0.79622373,1.263539152,-0.239889902,-5.145130748,5.145130748,-0.052687967,51.82664,-0.381386,511644,215463
Green Lanes Primary School,2019,117105,0.65,0.15,0.4,1.9,0.7,106,107,105,2,-0.16289791,0.23831452,0.042132184,0.101804655,0.080899997,-0.044283224,0.046617121,0.921618836,0.383776593,3.733333333,3.616666667,1.285552791,-0.16289791,0.23831452,0.046617121,0.921618836,0.383776593,0.101804655,0.080899997,-0.044283224,2.731396116,0.885270551,0.926801298,0.358751493,-0.432345339,0.432345339,0.824957748,51.775265,-0.23365,521963,209986
Green Lanes Primary School,2018,117105,0.62,0.13,0.8,0.6,0.5,105,107,105,2,-0.360683234,0.014866069,-0.193193947,-0.239993105,0.080899997,-0.044283224,0.225751545,0.331654578,0.298463798,3.333333333,3.016666667,1.104152469,-0.360683234,0.014866069,0.225751545,0.331654578,0.298463798,-0.239993105,0.080899997,-0.044283224,2.662162216,0.354504451,0.899313974,0.204838495,-0.047648881,0.047648881,0.521033893,51.775265,-0.23365,521963,209986
Green Lanes Primary School,2020,117105,0.78,0.16,0.6,0.6,1,107,108,107,2,0.69417183,0.350038745,0.583357863,0.443602416,0.421586623,0.670835944,0.136184333,0.331654578,0.511745784,3.466666667,3.316666667,1.198960263,0.69417183,0.350038745,0.136184333,0.331654578,0.511745784,0.443602416,0.421586623,0.670835944,2.884178683,0.432487984,0.987459212,0.211501051,-1.281277909,1.281277909,-0.034150335,51.775265,-0.23365,521963,209986
Howe Dell Primary School,2019,117220,0.47,0.17,0.7,-2.5,-0.8,105,104,103,1,-1.349609857,0.46176297,-0.496003847,-0.239993105,-0.94115988,-0.759402392,0.180967939,-1.075183267,-0.256069365,2.95,2.833333333,1.041453875,-1.349609857,0.46176297,0.180967939,-1.075183267,-0.256069365,-0.239993105,-0.94115988,-0.759402392,2.40211571,0.431217624,0.796070005,0.24538387,1.397293125,-1.397293125,-0.253987393,51.767303,-0.246627,521089,209079
Howe Dell Primary School,2018,117220,0.52,0.1,2.6,-0.1,0.7,103,105,102,1,-1.019967649,-0.320306607,-0.748756568,-0.923588627,-0.600473254,-1.116961976,1.031856454,0.013981517,0.383776593,2.8,2.516666667,0.922935275,-1.019967649,-0.320306607,1.031856454,0.013981517,0.383776593,-0.923588627,-0.600473254,-1.116961976,2.468163801,0.048502866,0.822292496,0.100642779,1.030298532,-1.030298532,1.165095769,51.767303,-0.246627,521089,209079
Howe Dell Primary School,2020,117220,0.51,0.02,4.6,-1.5,1.8,105,105,104,1,-1.085896091,-1.21410041,-1.284914247,-0.239993105,-0.600473254,-0.401842808,1.927528574,-0.621364607,0.852996962,3.3,3.333333333,1.203972804,-1.085896091,-1.21410041,1.927528574,-0.621364607,0.852996962,-0.239993105,-0.600473254,-0.401842808,2.565925252,0.767408081,0.861105862,0.342866943,0.487089436,-0.487089436,0.643088017,51.767303,-0.246627,521089,209079
Ryde School (The),2019,117313,0.86,0.11,1.1,-1.4,1.7,108,107,107,2,1.221599362,-0.208582382,0.565931274,0.785400177,0.080899997,0.670835944,0.360102363,-0.575982741,0.810340564,4.9,4,1.386294361,1.221599362,-0.208582382,0.360102363,-0.575982741,0.810340564,0.785400177,0.080899997,0.670835944,2.881274319,1.118725681,0.986306118,0.399988243,-1.26513988,1.26513988,-0.695405577,51.771875,-0.212867,523406,209644
Ryde School (The),2018,117313,0.83,0.23,1.5,1.3,0.7,107,107,106,2,1.023814037,1.132108323,1.2044259,0.443602416,0.080899997,0.31327636,0.539236787,0.64932764,0.383776593,4.733333333,3.7,1.30833282,1.023814037,1.132108323,0.539236787,0.64932764,0.383776593,0.443602416,0.080899997,0.31327636,2.935157343,0.764842657,1.007698819,0.300634001,-1.564539576,1.564539576,0.34433559,51.771875,-0.212867,523406,209644
Ryde School (The),2020,117313,0.79,0.21,2.2,-0.3,0.8,108,108,107,2,0.760100271,0.908659872,0.932268237,0.785400177,0.421586623,0.670835944,0.85272203,-0.076782215,0.42643299,4.1,2.7,0.993251773,0.760100271,0.908659872,0.85272203,-0.076782215,0.42643299,0.785400177,0.421586623,0.670835944,2.967423272,-0.267423272,1.020509076,-0.027257303,-1.743824416,1.743824416,-0.385436216,51.771875,-0.212867,523406,209644
St Philip Howard Catholic Primary School **,2019,117469,0.64,0.06,2.8,1.6,1,106,107,103,2,-0.228826351,-0.767203509,-0.556441263,0.101804655,0.080899997,-0.759402392,1.121423666,0.785473238,0.511745784,1.516666667,1.916666667,0.650587566,-0.228826351,-0.767203509,1.121423666,0.785473238,0.511745784,0.101804655,0.080899997,-0.759402392,2.684371627,-0.767704961,0.90813158,-0.257544014,-0.171054927,0.171054927,1.12777429,51.758164,-0.225435,522576,208098
St Philip Howard Catholic Primary School **,2018,117469,0.77,0.1,2,2,0.3,106,107,105,2,0.628243388,-0.320306607,0.172031721,0.101804655,0.080899997,-0.044283224,0.763154818,0.967000702,0.213151004,1.866666667,2.3,0.832909123,0.628243388,-0.320306607,0.763154818,0.967000702,0.213151004,0.101804655,0.080899997,-0.044283224,2.788664507,-0.488664507,0.949538062,-0.116628939,-0.750555745,0.750555745,0.846482665,51.758164,-0.225435,522576,208098
St Philip Howard Catholic Primary School **,2020,117469,0.62,0,0.9,-3.4,0.6,105,107,105,2,-0.360683234,-1.437548861,-1.004598936,-0.239993105,0.080899997,-0.044283224,0.270535151,-1.483620061,0.341120196,1.683333333,1.95,0.667829373,-0.360683234,-1.437548861,0.270535151,-1.483620061,0.341120196,-0.239993105,0.080899997,-0.044283224,2.504279661,-0.554279661,0.836631257,-0.168801884,0.829621644,-0.829621644,-0.847739763,51.758164,-0.225435,522576,208098
Aycliffe Drive Primary School,2019,117335,0.91,0.28,2.2,3,1.3,109,110,108,3,1.551241569,1.69072945,1.811156994,1.127197938,1.102959875,1.028395528,0.85272203,1.420819362,0.639714976,2.177777778,2.133333333,0.757685702,1.551241569,1.69072945,0.85272203,1.420819362,0.639714976,1.127197938,1.102959875,1.028395528,3.241144444,-1.107811111,1.129182177,-0.371496475,-3.264749365,3.264749365,0.374958283,51.771626,-0.458236,506478,209230
Aycliffe Drive Primary School,2018,117335,0.51,0.05,-3,2.8,-2.8,101,103,101,3,-1.085896091,-0.878927734,-1.097666941,-1.607184148,-1.281846506,-1.47452156,-1.476025484,1.33005563,-1.109197308,2.088888889,2.133333333,0.757685702,-1.085896091,-0.878927734,-1.476025484,1.33005563,-1.109197308,-1.607184148,-1.281846506,-1.47452156,2.117782246,0.015551087,0.6831836,0.074502102,2.97718501,-2.97718501,1.723718504,51.771626,-0.458236,506478,209230
Aycliffe Drive Primary School,2020,117335,0.81,0.19,2.5,4.4,5.4,105,108,109,2,0.891957154,0.685211421,0.881099763,-0.239993105,0.421586623,1.385955112,0.987072848,2.056165486,2.38862726,2.822222222,3.088888889,1.127811443,0.891957154,0.685211421,0.987072848,2.056165486,2.38862726,-0.239993105,0.421586623,1.385955112,3.165138176,-0.076249287,1.099006079,0.028805364,-2.842422408,2.842422408,2.172179654,51.771626,-0.458236,506478,209230
Belswains Primary School,2019,117365,0.78,0.15,1.8,-0.5,2.7,108,109,108,2,0.69417183,0.23831452,0.520942095,0.785400177,0.762273249,1.028395528,0.673587606,-0.167545947,1.236904536,6.6,5.633333333,1.728701333,0.69417183,0.23831452,0.673587606,-0.167545947,1.236904536,0.785400177,0.762273249,1.028395528,3.007309642,2.626023691,1.03634481,0.692356524,-1.965452052,1.965452052,-0.354773333,51.738384,-0.453467,506885,205540
Belswains Primary School,2018,117365,0.67,0.2,0.2,2.1,1.8,105,108,107,2,-0.031041027,0.796935647,0.427874089,-0.239993105,0.421586623,0.670835944,-0.042950091,1.012382568,0.852996962,4.633333333,4,1.386294361,-0.031041027,0.796935647,-0.042950091,1.012382568,0.852996962,-0.239993105,0.421586623,0.670835944,2.853053489,1.146946511,0.975101851,0.41119251,-1.108331536,1.108331536,0.906075602,51.738384,-0.453467,506885,205540
Belswains Primary School,2020,117365,0.82,0.07,0.3,-0.3,3.3,106,106,110,2,0.957885596,-0.655479283,0.168942074,0.101804655,-0.259786629,1.743514697,0.001833515,-0.076782215,1.492842919,5.866666667,4.866666667,1.58240924,0.957885596,-0.655479283,0.001833515,-0.076782215,1.492842919,0.101804655,-0.259786629,1.743514697,2.884620393,1.982046274,0.98763458,0.59477466,-1.283732261,1.283732261,0.022379839,51.738384,-0.453467,506885,205540
Boxmoor Primary School,2019,117107,0.83,0.27,0.2,-1.2,0,108,108,108,2,1.023814037,1.579005224,1.454088973,0.785400177,0.421586623,1.028395528,-0.042950091,-0.485219009,0.085181813,7,5.133333333,1.635755221,1.023814037,1.579005224,-0.042950091,-0.485219009,0.085181813,0.785400177,0.421586623,1.028395528,2.957384688,2.175948645,1.016523546,0.619231675,-1.688045274,1.688045274,-1.102822087,51.74908,-0.486985,504546,206681
Boxmoor Primary School,2018,117107,0.63,0.17,0.7,-1.7,-2.3,109,108,105,2,-0.294754793,0.46176297,0.093300658,1.127197938,0.421586623,-0.044283224,0.180967939,-0.712128339,-0.895915322,6,4.633333333,1.533276551,-0.294754793,0.46176297,0.180967939,-0.712128339,-0.895915322,1.127197938,0.421586623,-0.044283224,2.688662261,1.944671073,0.909835052,0.623441499,-0.194895725,0.194895725,-1.286700951,51.74908,-0.486985,504546,206681
Boxmoor Primary School,2020,117107,0.67,0.2,2,2.2,0,106,105,105,2,-0.031041027,0.796935647,0.427874089,0.101804655,-0.600473254,-0.044283224,0.763154818,1.057764434,0.085181813,7,6,1.791759469,-0.031041027,0.796935647,0.763154818,1.057764434,0.085181813,0.101804655,-0.600473254,-0.044283224,2.758743563,3.241256437,0.937658814,0.854100656,-0.584300758,0.584300758,1.114274292,51.74908,-0.486985,504546,206681
Brockswood Primary School,2019,117349,0.72,0.17,-0.7,2.1,2.1,105,109,107,1,0.298601181,0.46176297,0.424784442,-0.239993105,0.762273249,0.670835944,-0.446002545,1.012382568,0.980966153,3.7,4.533333333,1.511457504,0.298601181,0.46176297,-0.446002545,1.012382568,0.980966153,-0.239993105,0.762273249,0.670835944,2.862204473,1.671128861,0.978734985,0.532722519,-1.15917875,1.15917875,0.747937139,51.78046,-0.43601,507990,210245
Brockswood Primary School,2018,117349,0.77,0.13,3.6,1.3,3.3,107,106,107,1,0.628243388,0.014866069,0.359279026,0.443602416,-0.259786629,0.670835944,1.479692514,0.64932764,1.492842919,4.033333333,5.1,1.62924054,0.628243388,0.014866069,1.479692514,0.64932764,1.492842919,0.443602416,-0.259786629,0.670835944,2.97050934,2.12949066,1.02173431,0.607506229,-1.760972076,1.760972076,0.983040612,51.78046,-0.43601,507990,210245
Brockswood Primary School,2020,117349,0.83,0.17,2.2,-0.2,3.8,107,110,109,1,1.023814037,0.46176297,0.829931289,0.443602416,1.102959875,1.385955112,0.85272203,-0.031400349,1.706124905,4.5,4.733333333,1.554629676,1.023814037,0.46176297,0.85272203,-0.031400349,1.706124905,0.443602416,1.102959875,1.385955112,3.115560538,1.617772796,1.079322707,0.475306969,-2.566945483,2.566945483,-0.139471879,51.78046,-0.43601,507990,210245
