Full Name,Year,URN,PTRWM_EXP,PTRWM_HIGH,READPROG,WRITPROG,MATPROG,READ_AVERAGE,GPS_AVERAGE,MAT_AVERAGE,Grade,%exp_norm,%high_norm,norm_%,READ_norm,WRIT_norm,MAT_norm,READPROG_norm,WRITPROG_norm,MATPROG_norm,appl/plc,weightedPref,log_WP,%exp_norm,%high_norm,READPROG_norm,WRITPROG_norm,MATPROG_norm,READ_norm,WRIT_norm,MAT_norm,pred_WP,resid_WP,pred_log_WP,resid_log_WP,pca_1,pca,pca_2,Latitude,Longitude,Easting,Northing
Ladbrooke JMI School,2019,117370,0.66,0.07,1.5,-2.6,2,106,105,106,2,-0.096969468,-0.655479283,-0.420362431,0.101804655,-0.600473254,0.31327636,0.539236787,-1.120565133,0.938309756,6.1,5.433333333,1.692552819,-0.096969468,-0.655479283,0.539236787,-1.120565133,0.938309756,0.101804655,-0.600473254,0.31327636,2.640356629,2.792976704,0.890656694,0.801896125,0.073513325,-0.073513325,-0.379605146,51.696418,-0.179753,525900,201309
Ladbrooke JMI School,2018,117370,0.9,0.17,2.2,0.9,2.7,108,109,109,2,1.485313128,0.46176297,1.08775201,0.785400177,0.762273249,1.385955112,0.85272203,0.467800176,1.236904536,5.233333333,5,1.609437912,1.485313128,0.46176297,0.85272203,0.467800176,1.236904536,0.785400177,0.762273249,1.385955112,3.139068961,1.860931039,1.088656049,0.520781864,-2.697569458,2.697569458,2.14E-05,51.696418,-0.179753,525900,201309
Ladbrooke JMI School,2020,117370,0.77,0.13,2.9,-1.5,2.6,109,111,109,2,0.628243388,0.014866069,0.359279026,1.127197938,1.4436465,1.385955112,1.166207272,-0.621364607,1.194248139,5.133333333,4.533333333,1.511457504,0.628243388,0.014866069,1.166207272,-0.621364607,1.194248139,1.127197938,1.4436465,1.385955112,3.094061736,1.439271597,1.070787228,0.440670277,-2.447487921,2.447487921,-0.97862517,51.696418,-0.179753,525900,201309
Oakmere Primary School,2019,117371,0.18,0.03,-4.1,-2.9,-5.3,99,101,98,2,-3.261534661,-1.102376185,-2.43793902,-2.290779669,-1.963219758,-2.547200312,-1.96864515,-1.256710731,-2.175607237,0.7,0.7,-0.356674944,-3.261534661,-1.102376185,-1.96864515,-1.256710731,-2.175607237,-2.290779669,-1.963219758,-2.547200312,1.577516595,-0.877516595,0.468686697,-0.825361641,5.97915779,-5.97915779,0.16358263,51.694599,-0.165462,526893,201131
Oakmere Primary School,2018,117371,0.68,0.08,0.8,-0.1,1.8,103,106,105,2,0.034887415,-0.543755058,-0.2842836,-0.923588627,-0.259786629,-0.044283224,0.225751545,0.013981517,0.852996962,1.083333333,1.05,0.048790164,0.034887415,-0.543755058,0.225751545,0.013981517,0.852996962,-0.923588627,-0.259786629,-0.044283224,2.60743494,-1.55743494,0.877586087,-0.828795922,0.256441877,-0.256441877,0.743504741,51.694599,-0.165462,526893,201131
Oakmere Primary School,2020,117371,0.64,0.14,-0.4,1.3,2.2,102,106,106,2,-0.228826351,0.126590294,-0.057115116,-1.265386387,-0.259786629,0.31327636,-0.311651727,0.64932764,1.02362255,0.883333333,0.9,-0.105360516,-0.228826351,0.126590294,-0.311651727,0.64932764,1.02362255,-1.265386387,-0.259786629,0.31327636,2.635707917,-1.735707917,0.888811057,-0.994171573,0.099343779,-0.099343779,1.270138898,51.694599,-0.165462,526893,201131
Pope Paul Catholic Primary School **,2019,117496,1,0.17,1.9,0.4,0.9,111,112,109,2,2.144597543,0.46176297,1.456067326,1.810793459,1.784333126,1.385955112,0.718371212,0.240890846,0.469089387,3.1,3.266666667,1.183770097,2.144597543,0.46176297,0.718371212,0.240890846,0.469089387,1.810793459,1.784333126,1.385955112,3.259062518,0.007604148,1.136296032,0.047474065,-3.364310704,3.364310704,-1.16716043,51.690153,-0.198625,524613,200580
Pope Paul Catholic Primary School **,2018,117496,0.67,0.03,0,-2.4,-2.9,107,106,103,2,-0.031041027,-1.102376185,-0.633193973,0.443602416,-0.259786629,-0.759402392,-0.132517303,-1.029801401,-1.151853705,2.233333333,2.1,0.741937345,-0.031041027,-1.102376185,-0.132517303,-1.029801401,-1.151853705,0.443602416,-0.259786629,-0.759402392,2.419903342,-0.319903342,0.803132072,-0.061194727,1.298456583,-1.298456583,-1.13473079,51.690153,-0.198625,524613,200580
Pope Paul Catholic Primary School **,2020,117496,0.9,0.2,1.5,0.3,1.5,109,112,109,2,1.485313128,0.796935647,1.274999315,1.127197938,1.784333126,1.385955112,0.539236787,0.19550898,0.72502777,2.833333333,3.3,1.193922468,1.485313128,0.796935647,0.539236787,0.19550898,0.72502777,1.127197938,1.784333126,1.385955112,3.189959504,0.110040496,1.108860672,0.085061797,-2.980341508,2.980341508,-0.829249817,51.690153,-0.198625,524613,200580
Preston Primary (VC) School,2019,117403,0.45,0.09,-3.5,-2.5,-5.5,107,107,104,2,-1.48146674,-0.432030833,-1.068993057,0.443602416,0.080899997,-0.401842808,-1.699943514,-1.075183267,-2.260920032,1.733333333,1.666666667,0.510825624,-1.48146674,-0.432030833,-1.699943514,-1.075183267,-2.260920032,0.443602416,0.080899997,-0.401842808,2.240315763,-0.573649097,0.731832,-0.221006377,2.29633054,-2.29633054,-1.811256143,51.907162,-0.288041,517866,224565
Preston Primary (VC) School,2018,117403,0.69,0.08,-1,-1.8,-3,106,107,104,2,0.100815856,-0.543755058,-0.247452068,0.101804655,0.080899997,-0.401842808,-0.580353363,-0.757510205,-1.194510102,2.2,2,0.693147181,0.100815856,-0.543755058,-0.580353363,-0.757510205,-1.194510102,0.101804655,0.080899997,-0.401842808,2.469419843,-0.469419843,0.822791171,-0.12964399,1.023319366,-1.023319366,-1.082114334,51.907162,-0.288041,517866,224565
Preston Primary (VC) School,2020,117403,0.56,0,-1.1,-5.6,-2.2,104,103,104,2,-0.756253883,-1.437548861,-1.225588125,-0.581790866,-1.281846506,-0.401842808,-0.625136969,-2.482021113,-0.853258925,1.333333333,1.2,0.182321557,-0.756253883,-1.437548861,-0.625136969,-2.482021113,-0.853258925,-0.581790866,-1.281846506,-0.401842808,2.162129203,-0.962129203,0.70079028,-0.518468724,2.730772239,-2.730772239,-1.606936274,51.907162,-0.288041,517866,224565
St Thomas of Canterbury Catholic Primary School **,2019,117454,0.93,0.43,1.4,2,3.4,109,112,111,1,1.683098453,3.366592831,2.821056583,1.127197938,1.784333126,2.101074281,0.494453181,0.967000702,1.535499316,2.6,2.733333333,1.005521866,1.683098453,3.366592831,0.494453181,0.967000702,1.535499316,1.127197938,1.784333126,2.101074281,3.488875482,-0.755542149,1.227536644,-0.222014779,-4.641260776,4.641260776,-0.17537911,51.889282,0.010641,538466,223102
St Thomas of Canterbury Catholic Primary School **,2018,117454,0.6,0.5,-0.4,2,-1.3,107,111,106,1,-0.492540117,4.148662408,2.04252642,0.443602416,1.4436465,0.31327636,-0.311651727,0.967000702,-0.469351351,2.2,3.133333333,1.142097401,-0.492540117,4.148662408,-0.311651727,0.967000702,-0.469351351,0.443602416,1.4436465,0.31327636,3.01194337,0.121389963,1.038184498,0.103912903,-1.991199246,1.991199246,-0.055192464,51.889282,0.010641,538466,223102
St Thomas of Canterbury Catholic Primary School **,2020,117454,0.94,0.31,1.9,0.9,1.3,107,111,107,1,1.749026894,2.025902126,2.108898894,0.443602416,1.4436465,0.670835944,0.718371212,0.467800176,0.639714976,2.2,2.6,0.955511445,1.749026894,2.025902126,0.718371212,0.467800176,0.639714976,0.443602416,1.4436465,0.670835944,3.177923518,-0.577923518,1.104082131,-0.148570686,-2.91346385,2.91346385,-0.204961776,51.889282,0.010641,538466,223102
Newberries Primary School,2019,117303,0.76,0.28,0.3,0,2.7,107,110,109,2,0.562314947,1.69072945,1.25868402,0.443602416,1.102959875,1.385955112,0.001833515,0.059363383,1.236904536,3.8,3.766666667,1.326190437,0.562314947,1.69072945,0.001833515,0.059363383,1.236904536,0.443602416,1.102959875,1.385955112,3.078857122,0.687809545,1.064750674,0.261439763,-2.36300386,2.36300386,-0.348112011,51.682247,-0.309816,516948,199517
Newberries Primary School,2018,117303,0.72,0.14,1.7,0,-0.9,107,110,105,2,0.298601181,0.126590294,0.237537137,0.443602416,1.102959875,-0.044283224,0.628804,0.059363383,-0.298725762,4.533333333,4.5,1.504077397,0.298601181,0.126590294,0.628804,0.059363383,-0.298725762,0.443602416,1.102959875,-0.044283224,2.807800936,1.692199064,0.957135629,0.546941768,-0.856886839,0.856886839,-0.403870203,51.682247,-0.309816,516948,199517
Newberries Primary School,2020,117303,0.73,0.27,0.6,-1.4,-0.6,108,111,107,2,0.364529622,1.579005224,1.085773657,0.785400177,1.4436465,0.670835944,0.136184333,-0.575982741,-0.17075657,4.1,4.533333333,1.511457504,0.364529622,1.579005224,0.136184333,-0.575982741,-0.17075657,0.785400177,1.4436465,0.670835944,2.94787231,1.585461024,1.01274693,0.498710574,-1.635189976,1.635189976,-1.330110092,51.682247,-0.309816,516948,199517
Arnett Hills JMI School,2019,117289,0.74,0.23,1.6,3.8,0.1,107,109,105,2,0.430458064,1.132108323,0.872942115,0.443602416,0.762273249,-0.044283224,0.584020393,1.78387429,0.12783821,4.366666667,3.166666667,1.15267951,0.430458064,1.132108323,0.584020393,1.78387429,0.12783821,0.443602416,0.762273249,-0.044283224,2.949941728,0.216724938,1.013568533,0.139110977,-1.64668865,1.64668865,1.127028392,51.645798,-0.495282,504210,195183
Arnett Hills JMI School,2018,117289,0.9,0.27,4.6,3.9,4.1,111,112,110,2,1.485313128,1.579005224,1.711909694,1.810793459,1.784333126,1.743514697,1.927528574,1.829256156,1.834094096,4.266666667,3.433333333,1.233531607,1.485313128,1.579005224,1.927528574,1.829256156,1.834094096,1.810793459,1.784333126,1.743514697,3.532818973,-0.09948564,1.24498314,-0.011451534,-4.8854317,4.8854317,0.754998045,51.645798,-0.495282,504210,195183
Arnett Hills JMI School,2020,117289,0.68,0.16,1.3,3.8,-1.5,107,109,104,2,0.034887415,0.350038745,0.215042547,0.443602416,0.762273249,-0.401842808,0.449669575,1.78387429,-0.554664145,3.866666667,2.866666667,1.053149915,0.034887415,0.350038745,0.449669575,1.78387429,-0.554664145,0.443602416,0.762273249,-0.401842808,2.799261672,0.067404995,0.95374536,0.099404554,-0.809438627,0.809438627,1.009569261,51.645798,-0.495282,504210,195183
Maple Cross JMI School,2019,117266,0.67,0.13,0.4,1.5,-1.2,107,106,104,2,-0.031041027,0.014866069,-0.009036289,0.443602416,-0.259786629,-0.401842808,0.046617121,0.740091372,-0.426694953,1.366666667,2,0.693147181,-0.031041027,0.014866069,0.046617121,0.740091372,-0.426694953,0.443602416,-0.259786629,-0.401842808,2.64314889,-0.64314889,0.891765281,-0.1986181,0.057998197,-0.057998197,0.434427721,51.61869,-0.513108,503038,192143
Maple Cross JMI School,2018,117266,0.64,0.11,1,-0.5,-1.8,106,106,104,2,-0.228826351,-0.208582382,-0.244362421,0.101804655,-0.259786629,-0.401842808,0.315318757,-0.167545947,-0.682633336,0.9,1.233333333,0.209720531,-0.228826351,-0.208582382,0.315318757,-0.167545947,-0.682633336,0.101804655,-0.259786629,-0.401842808,2.555511111,-1.322177777,0.856971227,-0.647250696,0.544955358,-0.544955358,-0.157227718,51.61869,-0.513108,503038,192143
Maple Cross JMI School,2020,117266,0.52,0.1,0.3,-0.2,-2.5,105,106,104,2,-1.019967649,-0.320306607,-0.748756568,-0.239993105,-0.259786629,-0.401842808,0.001833515,-0.031400349,-0.981228117,0.866666667,1.1,0.09531018,-1.019967649,-0.320306607,0.001833515,-0.031400349,-0.981228117,-0.239993105,-0.259786629,-0.401842808,2.438500072,-1.338500072,0.810515367,-0.715205187,1.195124311,-1.195124311,0.018025969,51.61869,-0.513108,503038,192143
Rickmansworth Park JMI School,2019,117304,0.74,0.26,3,2.7,0.5,110,108,106,2,0.430458064,1.467280999,1.060189421,1.468995698,0.421586623,0.31327636,1.210990878,1.284673764,0.298463798,5.2,3.533333333,1.262241712,0.430458064,1.467280999,1.210990878,1.284673764,0.298463798,1.468995698,0.421586623,0.31327636,3.070287879,0.463045454,1.061348503,0.200893209,-2.315389073,2.315389073,0.562611203,51.642989,-0.465111,506304,194914
Rickmansworth Park JMI School,2018,117304,0.77,0.06,2.5,2.2,1.4,108,108,106,2,0.628243388,-0.767203509,-0.077631352,0.785400177,0.421586623,0.31327636,0.987072848,1.057764434,0.682371373,5.033333333,3.7,1.30833282,0.628243388,-0.767203509,0.987072848,1.057764434,0.682371373,0.785400177,0.421586623,0.31327636,2.90431944,0.79568056,0.995455519,0.312877301,-1.393189529,1.393189529,0.727730439,51.642989,-0.465111,506304,194914
Rickmansworth Park JMI School,2020,117304,0.89,0.15,0.7,1.7,0,107,107,107,2,1.419384686,0.23831452,0.926088942,0.443602416,0.080899997,0.670835944,0.180967939,0.830855104,0.085181813,4.133333333,2.2,0.78845736,1.419384686,0.23831452,0.180967939,0.830855104,0.085181813,0.443602416,0.080899997,0.670835944,2.901549335,-0.701549335,0.994355729,-0.205898368,-1.377797511,1.377797511,0.216373171,51.642989,-0.465111,506304,194914
Shepherd Primary School,2019,117096,0.67,0.13,0.4,1.7,1.4,106,108,107,2,-0.031041027,0.014866069,-0.009036289,0.101804655,0.421586623,0.670835944,0.046617121,0.830855104,0.682371373,2.266666667,2.133333333,0.757685702,-0.031041027,0.014866069,0.046617121,0.830855104,0.682371373,0.101804655,0.421586623,0.670835944,2.816736938,-0.683403605,0.960683411,-0.202997709,-0.906539516,0.906539516,0.618364367,51.636807,-0.496013,504180,194182
Shepherd Primary School,2018,117096,0.63,0.06,-0.7,0.8,0,105,109,105,2,-0.294754793,-0.767203509,-0.593272794,-0.239993105,0.762273249,-0.044283224,-0.446002545,0.42241831,0.085181813,1.2,1.283333333,0.24946086,-0.294754793,-0.767203509,-0.446002545,0.42241831,0.085181813,-0.239993105,0.762273249,-0.044283224,2.615664625,-1.332331291,0.880853445,-0.631392586,0.21071384,-0.21071384,0.22615318,51.636807,-0.496013,504180,194182
Shepherd Primary School,2020,117096,0.71,0.23,-0.2,3.2,2.4,105,110,108,2,0.232672739,1.132108323,0.762447521,-0.239993105,1.102959875,1.028395528,-0.222084515,1.511583094,1.108935345,3.133333333,3.066666667,1.120591195,0.232672739,1.132108323,-0.222084515,1.511583094,1.108935345,-0.239993105,1.102959875,1.028395528,2.989803697,0.07686297,1.029394579,0.091196617,-1.868180695,1.868180695,1.065184115,51.636807,-0.496013,504180,194182
St Mary's C of E Primary (Rickmansworth) **,2019,117447,0.63,0.07,-3.7,-4.2,-3.9,105,106,104,2,-0.294754793,-0.655479283,-0.530857026,-0.239993105,-0.259786629,-0.401842808,-1.789510726,-1.846674989,-1.578417677,1.966666667,1.7,0.530628251,-0.294754793,-0.655479283,-1.789510726,-1.846674989,-1.578417677,-0.239993105,-0.259786629,-0.401842808,2.243763229,-0.543763229,0.733200717,-0.202572466,2.277174782,-2.277174782,-2.028676032,51.630074,-0.475004,505649,193463
St Mary's C of E Primary (Rickmansworth) **,2018,117447,0.68,0.21,-0.5,0.1,-1.2,106,104,105,2,0.034887415,0.908659872,0.527121389,0.101804655,-0.94115988,-0.044283224,-0.356435333,0.104745249,-0.426694953,1.866666667,1.5,0.405465108,0.034887415,0.908659872,-0.356435333,0.104745249,-0.426694953,0.101804655,-0.94115988,-0.044283224,2.604954616,-1.104954616,0.876601345,-0.471136237,0.270223739,-0.270223739,0.062711511,51.630074,-0.475004,505649,193463
St Mary's C of E Primary (Rickmansworth) **,2020,117447,0.82,0.14,2,0.6,0.6,108,110,107,2,0.957885596,0.126590294,0.605852453,0.785400177,1.102959875,0.670835944,0.763154818,0.331654578,0.341120196,1.833333333,1.566666667,0.44895022,0.957885596,0.126590294,0.763154818,0.331654578,0.341120196,0.785400177,1.102959875,0.670835944,2.987599582,-1.420932915,1.028519498,-0.579569278,-1.855933584,1.855933584,-0.296240449,51.630074,-0.475004,505649,193463
St Peter's C of E VA Primary School **,2019,117448,0.9,0.17,1,3.2,1.1,108,109,108,2,1.485313128,0.46176297,1.08775201,0.785400177,0.762273249,1.028395528,0.315318757,1.511583094,0.554402181,2.666666667,2.6,0.955511445,1.485313128,0.46176297,0.315318757,1.511583094,0.554402181,0.785400177,0.762273249,1.028395528,3.081466182,-0.481466182,1.065786526,-0.110275081,-2.377501038,2.377501038,0.5547755,51.635782,-0.489761,504615,194077
St Peter's C of E VA Primary School **,2018,117448,0.82,0.14,2,0.8,0.7,108,111,107,2,0.957885596,0.126590294,0.605852453,0.785400177,1.4436465,0.670835944,0.763154818,0.42241831,0.383776593,2.2,2.166666667,0.773189888,0.957885596,0.126590294,0.763154818,0.42241831,0.383776593,0.785400177,1.4436465,0.670835944,3.017551597,-0.85088493,1.040411083,-0.267221194,-2.02236122,2.02236122,-0.297825716,51.635782,-0.489761,504615,194077
St Peter's C of E VA Primary School **,2020,117448,0.93,0.13,0.8,0.8,-1.2,108,111,107,2,1.683098453,0.014866069,0.948583532,0.785400177,1.4436465,0.670835944,0.225751545,0.42241831,-0.426694953,3.333333333,3.566666667,1.271631453,1.683098453,0.014866069,0.225751545,0.42241831,-0.426694953,0.785400177,1.4436465,0.670835944,2.977318717,0.58934795,1.024437777,0.247193675,-1.798808214,1.798808214,-0.762041031,51.635782,-0.489761,504615,194077
High Wych C of E Primary School,2019,117398,0.7,0.1,-0.8,0.2,-2.6,107,106,103,2,0.166744298,-0.320306607,-0.085789,0.443602416,-0.259786629,-0.759402392,-0.490786151,0.150127114,-1.023884514,3.3,2.166666667,0.773189888,0.166744298,-0.320306607,-0.490786151,0.150127114,-1.023884514,0.443602416,-0.259786629,-0.759402392,2.515743,-0.349076333,0.841182445,-0.067992557,0.765925885,-0.765925885,-0.279139753,51.805878,0.121232,546346,214043
High Wych C of E Primary School,2018,117398,0.73,0.13,0,1.1,-0.6,107,106,105,2,0.364529622,0.014866069,0.2119529,0.443602416,-0.259786629,-0.044283224,-0.132517303,0.558563908,-0.17075657,3.4,1.733333333,0.550046337,0.364529622,0.014866069,-0.132517303,0.558563908,-0.17075657,0.443602416,-0.259786629,-0.044283224,2.693368345,-0.960035012,0.911703468,-0.361657131,-0.221044968,0.221044968,0.223736981,51.805878,0.121232,546346,214043
High Wych C of E Primary School,2020,117398,0.77,0.17,-0.4,-0.1,0,106,107,107,2,0.628243388,0.46176297,0.6089421,0.101804655,0.080899997,0.670835944,-0.311651727,0.013981517,0.085181813,3.533333333,2.133333333,0.757685702,0.628243388,0.46176297,-0.311651727,0.013981517,0.085181813,0.101804655,0.080899997,0.670835944,2.771910841,-0.638577508,0.942886501,-0.1852008,-0.65746441,0.65746441,-0.294649567,51.805878,0.121232,546346,214043
Mandeville Primary (Sawbridgeworth),2019,117305,0.57,0.1,0.9,0.3,1.3,105,106,104,1,-0.690325442,-0.320306607,-0.56459891,-0.239993105,-0.259786629,-0.401842808,0.270535151,0.19550898,0.639714976,4.2,4.266666667,1.450832882,-0.690325442,-0.320306607,0.270535151,0.19550898,0.639714976,-0.239993105,-0.259786629,-0.401842808,2.58836749,1.678299177,0.870015905,0.580816977,0.362389697,-0.362389697,0.739926642,51.81609,0.145724,548001,215228
Mandeville Primary (Sawbridgeworth),2019,117305,0.93,0.29,3.8,2.2,2.1,111,110,109,1,1.683098453,1.802453675,1.947235826,1.810793459,1.102959875,1.385955112,1.569259726,1.057764434,0.980966153,4.2,4.266666667,1.450832882,1.683098453,1.802453675,1.569259726,1.057764434,0.980966153,1.810793459,1.102959875,1.385955112,3.379478443,0.887188224,1.184103703,0.266729179,-4.03339882,4.03339882,0.011707518,51.81609,0.145724,548001,215228
Mandeville Primary (Sawbridgeworth),2018,117305,0.5,0.1,0.3,-0.7,-2.2,103,105,101,1,-1.151824532,-0.320306607,-0.822419631,-0.923588627,-0.600473254,-1.47452156,0.001833515,-0.258309679,-0.853258925,4.166666667,4.566666667,1.518783544,-1.151824532,-0.320306607,0.001833515,-0.258309679,-0.853258925,-0.923588627,-0.600473254,-1.47452156,2.28092656,2.285740107,0.747955346,0.770828198,2.070677651,-2.070677651,0.431274689,51.81609,0.145724,548001,215228
Mandeville Primary (Sawbridgeworth),2018,117305,0.7,0.3,1.6,1.4,0.3,107,106,106,1,0.166744298,1.914177901,1.162526368,0.443602416,-0.259786629,0.31327636,0.584020393,0.694709506,0.213151004,4.166666667,4.566666667,1.518783544,0.166744298,1.914177901,0.584020393,0.694709506,0.213151004,0.443602416,-0.259786629,0.31327636,2.893174007,1.67349266,0.991030546,0.527752998,-1.331260205,1.331260205,0.516763857,51.81609,0.145724,548001,215228
Mandeville Primary (Sawbridgeworth),2020,117305,0.8,0.27,1.3,1,1.2,108,106,108,1,0.826028713,1.579005224,1.343594378,0.785400177,-0.259786629,1.028395528,0.449669575,0.513182042,0.597058579,3.433333333,3.733333333,1.31730149,0.826028713,1.579005224,0.449669575,0.513182042,0.597058579,0.785400177,-0.259786629,1.028395528,3.001191675,0.732141658,1.033915847,0.283385642,-1.931457718,1.931457718,0.140102251,51.81609,0.145724,548001,215228
Shenley Primary School,2019,117150,0.57,0.11,-0.8,-5.1,-2.2,106,106,104,3,-0.690325442,-0.208582382,-0.502183142,0.101804655,-0.259786629,-0.401842808,-0.490786151,-2.255111783,-0.853258925,1.266666667,1.044444444,0.043485112,-0.690325442,-0.208582382,-0.490786151,-2.255111783,-0.853258925,0.101804655,-0.259786629,-0.401842808,2.374929329,-1.330484885,0.785276436,-0.741791324,1.548353579,-1.548353579,-1.937793052,51.691081,-0.280569,518947,200547
Shenley Primary School,2018,117150,0.63,0.09,-2,2.3,-1.5,103,105,103,3,-0.294754793,-0.432030833,-0.406025489,-0.923588627,-0.600473254,-0.759402392,-1.028189424,1.1031463,-0.554664145,1.8,1.688888889,0.524070851,-0.294754793,-0.432030833,-1.028189424,1.1031463,-0.554664145,-0.923588627,-0.600473254,-0.759402392,2.396779871,-0.707890982,0.793951564,-0.269880714,1.426941579,-1.426941579,1.1525294,51.691081,-0.280569,518947,200547
Shenley Primary School,2020,117150,0.63,0.09,-0.4,-1,-2.2,105,102,102,3,-0.294754793,-0.432030833,-0.406025489,-0.239993105,-1.622533132,-1.116961976,-0.311651727,-0.394455277,-0.853258925,1.766666667,1.866666667,0.624154309,-0.294754793,-0.432030833,-0.311651727,-0.394455277,-0.853258925,-0.239993105,-1.622533132,-1.116961976,2.309973726,-0.443307059,0.759487686,-0.135333377,1.909277787,-1.909277787,0.104828261,51.691081,-0.280569,518947,200547
St Giles' C of E Primary School **,2019,117564,0.62,0,-4.6,-5.1,-4.9,103,104,102,2,-0.360683234,-1.437548861,-1.004598936,-0.923588627,-0.94115988,-1.116961976,-2.19256318,-2.255111783,-2.004981649,2.2,2,0.693147181,-0.360683234,-1.437548861,-2.19256318,-2.255111783,-2.004981649,-0.923588627,-0.94115988,-1.116961976,1.978968531,0.021031469,0.628071616,0.065075565,3.748499995,-3.748499995,-1.992413715,51.695326,-0.232819,522236,201097
St Giles' C of E Primary School **,2018,117564,0.44,0.06,-0.8,-6.5,-3.3,104,101,102,2,-1.547395181,-0.767203509,-1.293071894,-0.581790866,-1.963219758,-1.116961976,-0.490786151,-2.890457906,-1.322479294,1.533333333,1.666666667,0.510825624,-1.547395181,-0.767203509,-0.490786151,-2.890457906,-1.322479294,-0.581790866,-1.963219758,-1.116961976,2.011105601,-0.344438934,0.640830713,-0.130005089,3.56993116,-3.56993116,-1.656250415,51.695326,-0.232819,522236,201097
St Giles' C of E Primary School **,2020,117564,0.61,0,1.8,-3,-4.5,107,106,103,2,-0.426611676,-1.437548861,-1.041430468,0.443602416,-0.259786629,-0.759402392,0.673587606,-1.302092597,-1.83435606,2.066666667,1.133333333,0.125163143,-0.426611676,-1.437548861,0.673587606,-1.302092597,-1.83435606,0.443602416,-0.259786629,-0.759402392,2.368684735,-1.235351401,0.7827972,-0.657634057,1.583051514,-1.583051514,-1.361734997,51.695326,-0.232819,522236,201097
Greenfields Primary School,2019,117193,0.6,0.16,1.1,-2.1,-1.4,108,105,104,3,-0.492540117,0.350038745,-0.079609705,0.785400177,-0.600473254,-0.401842808,0.360102363,-0.893655803,-0.512007748,2,1.333333333,0.287682072,-0.492540117,0.350038745,0.360102363,-0.893655803,-0.512007748,0.785400177,-0.600473254,-0.401842808,2.576351264,-1.243017931,0.865245209,-0.577563137,0.429157559,-0.429157559,-0.790809014,51.617972,-0.393746,511303,192238
Greenfields Primary School,2018,117193,0.46,0.04,-2.2,-2.5,-4.6,102,104,101,2,-1.415538298,-0.99065196,-1.344240368,-1.265386387,-0.94115988,-1.47452156,-1.117756636,-1.075183267,-1.877012457,2.033333333,2.1,0.741937345,-1.415538298,-0.99065196,-1.117756636,-1.075183267,-1.877012457,-1.265386387,-0.94115988,-1.47452156,2.00823133,0.09176867,0.639689567,0.102247778,3.585901976,-3.585901976,-0.504271587,51.617972,-0.393746,511303,192238
Greenfields Primary School,2020,117193,0.48,0.09,0.7,0.8,1.2,103,103,104,3,-1.283681415,-0.432030833,-0.958498463,-0.923588627,-1.281846506,-0.401842808,0.180967939,0.42241831,0.597058579,1.933333333,2.1,0.741937345,-1.283681415,-0.432030833,0.180967939,0.42241831,0.597058579,-0.923588627,-1.281846506,-0.401842808,2.425113508,-0.325113508,0.805200618,-0.063263273,1.269506427,-1.269506427,1.468414075,51.617972,-0.393746,511303,192238
St Joseph's Catholic Primary (Watford) **,2019,117465,0.78,0.07,5.7,2.2,5.1,108,109,107,1,0.69417183,-0.655479283,0.021615948,0.785400177,0.762273249,0.670835944,2.420148241,1.057764434,2.260658068,3.4,4.7,1.547562509,0.69417183,-0.655479283,2.420148241,1.057764434,2.260658068,0.785400177,0.762273249,0.670835944,3.151978676,1.548021324,1.093781479,0.45378103,-2.769301973,2.769301973,1.358439729,51.627249,-0.396872,511064,193265
St Joseph's Catholic Primary (Watford) **,2018,117465,0.74,0.04,5.7,4.7,4.8,106,108,105,1,0.430458064,-0.99065196,-0.312957484,0.101804655,0.421586623,-0.044283224,2.420148241,2.192311084,2.132688877,2.6,3.133333333,1.142097401,0.430458064,-0.99065196,2.420148241,2.192311084,2.132688877,0.101804655,0.421586623,-0.044283224,3.032269038,0.101064295,1.046254218,0.095843182,-2.104138317,2.104138317,2.707216141,51.627249,-0.396872,511064,193265
St Joseph's Catholic Primary (Watford) **,2020,117465,0.73,0.13,4.9,3.4,5.1,106,109,106,1,0.364529622,0.014866069,0.2119529,0.101804655,0.762273249,0.31327636,2.061879392,1.602346826,2.260658068,3.2,3.833333333,1.343734747,0.364529622,0.014866069,2.061879392,1.602346826,2.260658068,0.101804655,0.762273249,0.31327636,3.09788038,0.735452953,1.07230331,0.271431437,-2.468706124,2.468706124,2.056177053,51.627249,-0.396872,511064,193265
Spellbrook Primary School,2019,117405,0.73,0.2,-2.1,-1.3,-0.9,106,107,106,3,0.364529622,0.796935647,0.648863279,0.101804655,0.080899997,0.31327636,-1.07297303,-0.530600875,-0.298725762,5.266666667,1.266666667,0.236388778,0.364529622,0.796935647,-1.07297303,-0.530600875,-0.298725762,0.101804655,0.080899997,0.31327636,2.65388113,-1.387214463,0.896026207,-0.659637429,-0.00163523,0.00163523,-0.896466304,51.835207,0.157098,548722,217377
Spellbrook Primary School,2018,117405,0.6,0.07,-2.9,0,-1.5,103,104,104,2,-0.492540117,-0.655479283,-0.641351621,-0.923588627,-0.94115988,-0.401842808,-1.431241878,0.059363383,-0.554664145,6.266666667,1.866666667,0.624154309,-0.492540117,-0.655479283,-1.431241878,0.059363383,-0.554664145,-0.923588627,-0.94115988,-0.401842808,2.302899411,-0.436232744,0.756679033,-0.132524724,1.948586046,-1.948586046,0.309633692,51.835207,0.157098,548722,217377
